Species,CommonName,ReviewID,MetaSiteID,Duplicate,Publication.Year,Radius,Sampling,Sampling Technique,Activities,Sat F,Sat M,Sat U,Sat A,Sat AB,Sat AI,Sat I,Sat J,Sat Sub,Sat Unk,F,M,U,A,AB,AI,I,J,SUB,UNK,Basin,Long,Lat,N. Pub
CHMY,Green,E24VR9UD_Klain_etal_2007_Chmy,BI,FALSE,2007,1,FLIPPER TAG,Mark-Recapture,OBS,,,,,,,,,,,1,,,1,,,,,,,PAC,134.463,7.44,1
CHMY,Green,E24VR9UD_Klain_etal_2007_Chmy,BI,FALSE,2007,1,FLIPPER TAG,Mark-Recapture,OBS,,,,,,,,,,,1,,,1,,,,,,,PAC,134.555,7.63,1
CHMY,Green,E24VR9UD_Klain_etal_2007_Chmy,BJ,FALSE,2007,1,FLIPPER TAG,Mark-Recapture,NES,,,,,,,,,,,1,,,,1,,,,,,PAC,139.663,9.963,1
CHMY,Green,E24VR9UD_Klain_etal_2007_Chmy,DL,FALSE,2007,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,3,,,,3,,,,,,2,,,2,,,,,,,PAC,134.025,-6.118,1
CHMY,Green,E24VR9UD_Klain_etal_2007_Chmy,FO,FALSE,2007,1,FLIPPER TAG,Mark-Recapture,OBS,,,,,,,,,,,1,,,1,,,,,,,PAC,125.079,1.708,1
CHMY,Green,E24VR9UD_Klain_etal_2007_Chmy,FP,FALSE,2007,1,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,1,,,1,,,,,,,PAC,130.363,2.913,1
CHMY,Green,ECSIFCSH_Brooks_etal_2009_Chmy,CS,FALSE,2009,1,SATELLITE TAG (GPS),Satellite Telemetry,FEE,,,29,,,,,29,,,,,29,,,,,29,,,PAC,-112.1,24.9,1
CHMY,Green,EDRW5RGF_Chambault_etal_2015_Chmy,AS,FALSE,2015,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,NES,19,,,,19,,,,,,18,,,,18,,,,,,ATL,-53.9,5.7,1
CHMY,Green,EDRW5RGF_Chambault_etal_2015_Chmy,AS,TRUE,2015,1,SATELLITE TAG (GPS),Satellite Telemetry,NES,,,,,,,,,,,8,,,,8,,,,,,ATL,-53.5,5.4,1
CHMY,Green,EDRW5RGF_Chambault_etal_2015_Chmy,AS,FALSE,2015,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,OBS,,,,,,,,,,,19,,,,,19,,,,,ATL,-53.86,5.86,1
CHMY,Green,EDRW5RGF_Chambault_etal_2015_Chmy,CH,FALSE,2015,5,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,FEE,,,,,,,,,,,18,,,18,,,,,,,ATL,-36.5,-4.36,1
CHMY,Green,EDRW5RGF_Chambault_etal_2015_Chmy,CT,TRUE,2015,1,SATELLITE TAG (GPS),Satellite Telemetry,OBS,,,,,,,,,,,1,,,1,,,,,,,ATL,-52.23,5.01,1
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,AV,FALSE,2011,1,FLIPPER TAG,Mark-Recapture,OBS,,,,,,,,,,,,,1,,,,,,,1,ATL,-83.4,10.5,1
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,BK,FALSE,2011,1,FLIPPER TAG,Mark-Recapture,NES,,,,,,,,,,,1,,,,1,,,,,,ATL,-86.89,20.68,1
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,CF,FALSE,2011,1,FLIPPER TAG,Mark-Recapture,OBS,,,,,,,,,,,,,17,,,,,,,17,ATL,-84.04,22.7,1
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,CF,FALSE,2011,1,FLIPPER TAG,Mark-Recapture,OBS,,,,,,,,,,,,,2,,,,,,,2,ATL,-79.9,26.5,1
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,CG,FALSE,2011,5,FLIPPER TAG,Mark-Recapture,FEE,,,,,,,,,,,,,90,,,,,,,90,ATL,-83.17,12.65,1
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,CG,FALSE,2011,1,FLIPPER TAG,Mark-Recapture,FEE,,,,,,,,,,,,,135,,,,,,,79,ATL,-81.845,9.043,1
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,CG,FALSE,2011,1,FLIPPER TAG,Mark-Recapture,FEE,,,,,,,,,,,,,265,,,,,,,247,ATL,-82.04,9.26,1
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,CI,FALSE,2011,1,FLIPPER TAG,Mark-Recapture,OBS,,,,,,,,,,,,,2,,,,,,,2,ATL,-83.7,22,1
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,CU,FALSE,2011,1,FLIPPER TAG,Mark-Recapture,OBS,,,,,,,,,,,,,1,,,,,,,1,ATL,-78.91,33.44,1
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,CV,FALSE,2011,5,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,,,1,,,,,,1,,ATL,-73.94,20.35,1
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,CV,FALSE,2011,1,FLIPPER TAG,Mark-Recapture,OBS,,,,,,,,,,,,,1,,,,,,,1,ATL,-68.82,19.11,1
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,CY,FALSE,2011,1,FLIPPER TAG,Mark-Recapture,OBS,,,,,,,,,,,,,1,,,,,,,1,ATL,-78.4,9.5,1
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,CY,FALSE,2011,1,FLIPPER TAG,Mark-Recapture,OBS,,,,,,,,,,,,,1,,,,,,,1,ATL,-73.62,11.35,1
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,DI,FALSE,2011,1,FLIPPER TAG,Mark-Recapture,OBS,,,,,,,,,,,,,2,,,,,,,2,ATL,-61.07,12.97,1
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,DJ,FALSE,2011,1,FLIPPER TAG,Mark-Recapture,OBS,,,,,,,,,,,,,6,,,,,,,6,ATL,-70.49,11.38,1
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,DO,FALSE,2011,1,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,7,,,,,,,,,,7,,,,,,7,,ATL,-64.71,32.35,1
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,DO,TRUE,2011,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,,,5,,,,,,5,,ATL,-64.77,32.32,1
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,DO,FALSE,2011,1,FLIPPER TAG,Mark-Recapture,FEE,,,,,,,,,,,77,54,2381,,,,,131,,2381,ATL,-64.77,32.32,1
CHMY,Green,F2M2JPPZ_Weber_etal_2013_Chmy,AG,FALSE,2013,1,RADIO TAG; SATELLITE TAG (GPS),Acoustic Telemetry,NES,3,,,,43,,,,,,40,,,,40,,,,,,ATL,-14.41,-7.91,1
CHMY,Green,F2M2JPPZ_Weber_etal_2013_Chmy,AG,FALSE,2013,1,RADIO TAG; SATELLITE TAG (GPS),Acoustic Telemetry,NES,,,,,,,,,,,1,,,,1,,,,,,ATL,-14.41,-7.93,1
CHMY,Green,F2M2JPPZ_Weber_etal_2013_Chmy,AG,FALSE,2013,1,RADIO TAG; SATELLITE TAG (GPS),Acoustic Telemetry,NES,,,,,,,,,,,1,,,,1,,,,,,ATL,-14.38,-7.89,1
CHMY,Green,F2M2JPPZ_Weber_etal_2013_Chmy,AG,FALSE,2013,1,RADIO TAG; SATELLITE TAG (GPS),Acoustic Telemetry,NES,,,,,,,,,,,1,,,,1,,,,,,ATL,-14.41,-7.96,1
CHMY,Green,F2M2JPPZ_Weber_etal_2013_Chmy,AG,FALSE,2013,1,RADIO TAG; SATELLITE TAG (GPS),Acoustic Telemetry,NES,,,,,,,,,,,1,,,,1,,,,,,ATL,-14.41,-7.95,1
CHMY,Green,FDZBYLN2_Mansfield_etal_2021_Chmy,CF,FALSE,2021,1,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,15,6,,,,,,21,,,ATL,-79.963,26.644,1
CHMY,Green,FDZBYLN2_Mansfield_etal_2021_Chmy,CU,FALSE,2021,5,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;OBS,15,6,,,,,,21,,,15,6,,,,,,21,,,ATL,-74.586,31.881,1
CHMY,Green,FVBIP2AV_Hays_etal_2001_Chmy,AG,TRUE,2001,1,SATELLITE TAG (ARGOS),Satellite Telemetry,NES,5,,,,5,,,,,,5,,,,5,,,,,,ATL,-14.367,-7.95,1
CHMY,Green,FVBIP2AV_Hays_etal_2001_Chmy,CH,TRUE,2001,5,SATELLITE TAG (ARGOS),Satellite Telemetry,MIG,,,,,,,,,,,5,,,5,,,,,,,ATL,-34,-7.5,1
CHMY,Green,FVKWFI5F_Cheng_2000_Chmy2,AE,FALSE,2000,1,SATELLITE TAG (ARGOS),Satellite Telemetry,NES;OBS,8,,,,8,,,,,,8,,,,8,,,,,,PAC,119.495,23.365,1
CHMY,Green,FVKWFI5F_Cheng_2000_Chmy2,AJ,FALSE,2000,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;OBS,,,,,,,,,,,1,,,1,,,,,,,PAC,114.15,22.083,1
CHMY,Green,FVKWFI5F_Cheng_2000_Chmy2,CP,FALSE,2000,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;OBS,,,,,,,,,,,1,,,1,,,,,,,PAC,110.617,19.117,1
CHMY,Green,FVKWFI5F_Cheng_2000_Chmy2,DA,FALSE,2000,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;OBS,,,,,,,,,,,1,,,1,,,,,,,PAC,121.317,25.217,1
CHMY,Green,FVKWFI5F_Cheng_2000_Chmy2,DA,FALSE,2000,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;OBS,,,,,,,,,,,1,,,1,,,,,,,PAC,124.383,24.633,1
CHMY,Green,FVKWFI5F_Cheng_2000_Chmy2,DA,FALSE,2000,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;OBS,,,,,,,,,,,1,,,1,,,,,,,PAC,120.814,24.686,1
CHMY,Green,FVKWFI5F_Cheng_2000_Chmy2,DA,FALSE,2000,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;OBS,,,,,,,,,,,1,,,1,,,,,,,PAC,128.05,26.517,1
CHMY,Green,FVKWFI5F_Cheng_2000_Chmy2,DQ,FALSE,2000,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;OBS,,,,,,,,,,,1,,,1,,,,,,,PAC,129.783,31.767,1
CHMY,Green,FVKWFI5F_Cheng_2000_Chmy2,FQ,FALSE,2000,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;OBS,,,,,,,,,,,1,,,1,,,,,,,PAC,117.267,23.217,1
CHMY,Green,G45CVWWE_Etnoyer_etal_2006_Chmy,CS,TRUE,2006,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,1,,,,,1,,,,,1,,,,,1,,,PAC,-111.969,24.631,1
CHMY,Green,GMZRRRGT_Cuevas_etal_2020_Chmy,CQ,FALSE,2020,1,SATELLITE TAG (ARGOS),Satellite Telemetry,HOM;OBS,,1,,1,,,,,,,,,1,1,,,,,,,ATL,-90.423,20.968,1
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,BL,FALSE,2008,1,PASSIVE INTEGRATED TRANSPONDER (PIT),Mark-Recapture,NES,,,,,,,,,,,140,,,,140,,,,,,PAC,118.573,1.86,1
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,BL,TRUE,2008,1,SATELLITE TAG (ARGOS),Satellite Telemetry,NES,3,,,,,,,,,,3,,,,3,,,,,,PAC,118.573,1.86,1
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,BL,FALSE,2008,1,PASSIVE INTEGRATED TRANSPONDER (PIT),Mark-Recapture,NES,,,,,,,,,,,1,,,,1,,,,,,PAC,118.399,2.085,1
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,BL,TRUE,2008,1,PASSIVE INTEGRATED TRANSPONDER (PIT),Mark-Recapture,NES,,,,,,,,,,,1,,,,1,,,,,,PAC,118.573,1.86,1
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,BL,FALSE,2008,1,PASSIVE INTEGRATED TRANSPONDER (PIT),Mark-Recapture,FEE,,,,,,,,,,,85,,,85,,,,,,,PAC,118.2,2.361,1
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,BM,FALSE,2008,1,PASSIVE INTEGRATED TRANSPONDER (PIT),Mark-Recapture,NES,,,,,,,,,,,2,,,,2,,,,,,PAC,118.02,6.114,1
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,BM,FALSE,2008,1,PASSIVE INTEGRATED TRANSPONDER (PIT),Mark-Recapture,NES,,,,,,,,,,,3,,,,3,,,,,,PAC,118.077,6.194,1
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,BN,FALSE,2008,1,PASSIVE INTEGRATED TRANSPONDER (PIT),Mark-Recapture,NES,,,,,,,,,,,5,,,,5,,,,,,PAC,121.932,6.382,1
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,BN,FALSE,2008,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;OBS,,,,,,,,,,,1,,,1,,,,,,,PAC,121.998,6.375,1
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,BO,FALSE,2008,1,PASSIVE INTEGRATED TRANSPONDER (PIT),Mark-Recapture,NES,,,,,,,,,,,2,,,,2,,,,,,PAC,103.156,5.321,1
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,CO,FALSE,2008,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;OBS,,,,,,,,,,,1,,,1,,,,,,,PAC,118.614,4.494,1
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,CO,FALSE,2008,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;OBS,,,,,,,,,,,1,,,1,,,,,,,PAC,117.244,7.165,1
CHMY,Green,H98GPKPZ_MacDonald_etal_2013_Chmy,DF,FALSE,2013,1,PASSIVE INTEGRATED TRANSPONDER (PIT),Mark-Recapture,FEE,,,,,,,,,,,,,23,,,,,,,23,PAC,-117.123,32.635,1
CHMY,Green,H98GPKPZ_MacDonald_etal_2013_Chmy,DF,TRUE,2013,1,ACOUSTIC/SONIC TAG (TELEMETRY),Acoustic Telemetry,FEE,,,22,,,,,,,22,,,23,,,,,,,23,PAC,-117.123,32.635,1
CHMY,Green,HA3V44XF_Madrak_etal_2016_Chmy,DF,FALSE,2016,1,ACOUSTIC/SONIC TAG (TELEMETRY),Acoustic Telemetry,FEE,14,13,8,,,,8,,,,14,13,8,,,,,8,,,PAC,-117.123,32.635,1
CHMY,Green,HASNPCUP_Hays_etal_2021_Chmy,BP,FALSE,2021,1,SATELLITE TAG (ARGOS),Satellite Telemetry,NES,3,,,,3,,,,,,3,,,,3,,,,,,IND,72.47,-6.577,1
CHMY,Green,HASNPCUP_Hays_etal_2021_Chmy,FR,FALSE,2021,1,SATELLITE TAG (ARGOS),Satellite Telemetry,MIG,,,,,,,,,,,2,,,2,,,,,,,IND,61.754,-9.548,1
CHMY,Green,HASNPCUP_Hays_etal_2021_Chmy,FS,FALSE,2021,1,SATELLITE TAG (ARGOS),Satellite Telemetry,MIG,,,,,,,,,,,1,,,1,,,,,,,IND,59.659,-17.417,1
CHMY,Green,HVQZZTMC_Broderick_etal_2007_Chmy,AK,TRUE,2007,1,SATELLITE TAG (ARGOS),Satellite Telemetry,NES,10,,,,10,,,,,,10,,,,10,,,,,,ATL,33.491,35.334,1
CHMY,Green,HVQZZTMC_Broderick_etal_2007_Chmy,AK,FALSE,2007,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,ATL,34.038,36.28,1
CHMY,Green,HVQZZTMC_Broderick_etal_2007_Chmy,CL,TRUE,2007,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,2,,,2,,,,,,,ATL,30.943,36.818,1
CHMY,Green,HVQZZTMC_Broderick_etal_2007_Chmy,CR,FALSE,2007,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;WIN,,,,,,,,,,,3,,,3,,,,,,,ATL,23.212,32.581,1
CHMY,Green,HVQZZTMC_Broderick_etal_2007_Chmy,CR,TRUE,2007,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,4,,,4,,,,,,,ATL,16.012,31.349,1
CHMY,Green,ICQWZR9F_Swimmer_etal_2006_Chmy,AL,FALSE,2006,1,POP-UP SATELLITE ARCHIVAL (PSAT),Satellite Telemetry,OBS,,,1,,,,,,1,,,,1,,,,,,,1,PAC,-85.814,10.697,1
CHMY,Green,ICQWZR9F_Swimmer_etal_2006_Chmy,CK,FALSE,2006,5,POP-UP SATELLITE ARCHIVAL (PSAT),Satellite Telemetry,OBS,,,,,,,,,,,,,1,,,,,,,1,PAC,-86.584,8.706,1
CHMY,Green,IH4QEQ7N_Godley_etal_2010_Chmy,BQ,FALSE,2010,1,SATELLITE TAG (ARGOS),Satellite Telemetry,BRE;NES;OBS,10,,,,10,,,,,,10,,,,,10,,,,,ATL,-15.4,10.7,1
CHMY,Green,IH4QEQ7N_Godley_etal_2010_Chmy,BQ,TRUE,2010,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,4,,,4,,,,,,,ATL,-15.4,10.7,1
CHMY,Green,IH4QEQ7N_Godley_etal_2010_Chmy,CH,TRUE,2010,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,4,,,4,,,,,,,ATL,-33.8,-3.867,1
CHMY,Green,IN4J22HB_Hays_etal_2001_Chmy,AG,FALSE,2001,1,Argos,Satellite Telemetry,BRE,,2,,,2,,,,,,,2,,,2,,,,,,ATL,-14.407,-7.92,1
CHMY,Green,IN4J22HB_Hays_etal_2001_Chmy,CH,TRUE,2001,5,Argos,Satellite Telemetry,OBS,,,,,,,,,,,,1,,1,,,,,,,ATL,-34.5,-7,1
CHMY,Green,IN4J22HB_Hays_etal_2001_Chmy,FT,FALSE,2001,5,Argos,Satellite Telemetry,MIG,,,,,,,,,,,,2,,2,,,,,,,ATL,-25,-9,1
CHMY,Green,IPG94ZAT_Baudouin_etal_2015_Chmy,AS,TRUE,2015,1,SATELLITE TAG (ARGOS),Satellite Telemetry,NES,16,,,,16,,,,,,16,,,,16,,,,,,ATL,-53.95,5.75,1
CHMY,Green,IPG94ZAT_Baudouin_etal_2015_Chmy,AS,TRUE,2015,1,SATELLITE TAG (ARGOS),Satellite Telemetry,STO,,,,,,,,,,,7,,,7,,,,,,,ATL,-53.02,5.51,1
CHMY,Green,IPG94ZAT_Baudouin_etal_2015_Chmy,CH,TRUE,2015,5,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,ATL,-34.92,-6.68,1
CHMY,Green,IPG94ZAT_Baudouin_etal_2015_Chmy,CH,TRUE,2015,5,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,16,,,16,,,,,,,ATL,-38.52,-3.68,1
CHMY,Green,IPG94ZAT_Baudouin_etal_2015_Chmy,CH,TRUE,2015,1,SATELLITE TAG (ARGOS),Satellite Telemetry,STO,,,,,,,,,,,3,,,3,,,,,,,ATL,-41.58,-2.88,1
CHMY,Green,IPG94ZAT_Baudouin_etal_2015_Chmy,CT,FALSE,2015,1,SATELLITE TAG (ARGOS),Satellite Telemetry,STO,,,,,,,,,,,7,,,7,,,,,,,ATL,-51.63,4.34,1
CHMY,Green,IPG94ZAT_Baudouin_etal_2015_Chmy,CT,FALSE,2015,1,SATELLITE TAG (ARGOS),Satellite Telemetry,STO,,,,,,,,,,,5,,,5,,,,,,,ATL,-50.58,2.2,1
CHMY,Green,IPG94ZAT_Baudouin_etal_2015_Chmy,FU,FALSE,2015,1,SATELLITE TAG (ARGOS),Satellite Telemetry,STO,,,,,,,,,,,2,,,2,,,,,,,ATL,-47.71,-0.45,1
CHMY,Green,IPG94ZAT_Baudouin_etal_2015_Chmy,FV,FALSE,2015,1,SATELLITE TAG (ARGOS),Satellite Telemetry,STO,,,,,,,,,,,4,,,4,,,,,,,ATL,-45.27,-1.26,1
CHMY,Green,ISLNBR9N_Hays_etal_1999_Chmy,AG,FALSE,1999,1,SATELLITE TAG (ARGOS),Satellite Telemetry,BRE;NES,12,,,,12,,,,,,12,,,,,6,,,,,ATL,-14.417,-7.916,1
CHMY,Green,ISLNBR9N_Hays_etal_1999_Chmy,CH,TRUE,1999,5,SATELLITE TAG (ARGOS),Satellite Telemetry,MIG,,,,,,,,,,,5,,,5,,,,,,,ATL,-33.51,-7.543,1
CHMY,Green,J64IRA38_Christiansen_etal_2017_Chmy,BP,FALSE,2017,1,Argos; GPS,Satellite Telemetry,NES,8,,,,8,,,,,,8,,,,8,,,,,,IND,72.45,-7.417,1
CHMY,Green,J64IRA38_Christiansen_etal_2017_Chmy,BP,FALSE,2017,1,Argos; GPS,Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,IND,71.983,-6.201,1
CHMY,Green,J64IRA38_Christiansen_etal_2017_Chmy,FW,FALSE,2017,1,Argos; GPS,Satellite Telemetry,FEE,,,,,,,,,,,2,,,2,,,,,,,IND,48.596,4.905,1
CHMY,Green,J64IRA38_Christiansen_etal_2017_Chmy,FX,FALSE,2017,1,Argos; GPS,Satellite Telemetry,FEE,,,,,,,,,,,4,,,4,,,,,,,IND,55.49,-4.69,1
CHMY,Green,J64IRA38_Christiansen_etal_2017_Chmy,FY,FALSE,2017,1,Argos; GPS,Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,IND,73.169,-0.676,1
CHMY,Green,JGV2ANR4_Snape_etal_2018_Chmy,AK,FALSE,2018,1,GPS DATALOGGER; SATELLITE TAG (ARGOS),Satellite Telemetry,BRE;NES,26,,,,26,,,,,,,,,,,,,,,,ATL,33.494,35.374,1
CHMY,Green,JK5M9R6H_Papi_etal_1995_Chmy,BO,FALSE,1995,1,SATELLITE TAG (ARGOS),Satellite Telemetry,NES,1,,,,1,,,,,,1,,,,1,,,,,,PAC,103.008,5.813,1
CHMY,Green,JK5M9R6H_Papi_etal_1995_Chmy,FZ,FALSE,1995,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,PAC,107.896,3.444,1
CHMY,Green,JSVU23EX_Kolinski_etal_2014_Chmy,BJ,FALSE,2014,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;NES,13,,,,13,,,,,,13,,,,13,,,,,,PAC,139.91,9.947,1
CHMY,Green,JSVU23EX_Kolinski_etal_2014_Chmy,DA,FALSE,2014,5,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,3,,,3,,,,,,,PAC,125.877,25.232,1
CHMY,Green,JSVU23EX_Kolinski_etal_2014_Chmy,DP,FALSE,2014,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,PAC,104.073,2.212,1
CHMY,Green,JSVU23EX_Kolinski_etal_2014_Chmy,EE,FALSE,2014,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,PAC,119.76,10.446,1
CHMY,Green,JSVU23EX_Kolinski_etal_2014_Chmy,GA,FALSE,2014,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,4,,,4,,,,,,,PAC,120.985,5.84,1
CHMY,Green,JSVU23EX_Kolinski_etal_2014_Chmy,GB,FALSE,2014,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,PAC,120.205,16.244,1
CHMY,Green,JSVU23EX_Kolinski_etal_2014_Chmy,GC,FALSE,2014,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,PAC,125.928,9.922,1
CHMY,Green,JSVU23EX_Kolinski_etal_2014_Chmy,GD,FALSE,2014,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,PAC,123.967,6.265,1
CHMY,Green,KAA4B6KF_Seminoff_and_Jones_2006_Chmy,CS,TRUE,2006,1,RADIO TAG,Acoustic Telemetry,FEE,,1,5,,,,,,,6,,1,5,,,,,,,6,PAC,-113.511,28.95,1
CHMY,Green,KBJEDA38_Parker_etal_2015_Chmy,BR,FALSE,2015,1,SATELLITE TAG (ARGOS),Satellite Telemetry,NES,5,,,,5,,,,,,5,,,,5,,,,,,PAC,169.946,9.158,1
CHMY,Green,KBJEDA38_Parker_etal_2015_Chmy,BR,FALSE,2015,1,SATELLITE TAG (ARGOS),Satellite Telemetry,BRE,,,,,,,,,,,5,,,5,,,,,,,PAC,170.034,9.132,1
CHMY,Green,KBJEDA38_Parker_etal_2015_Chmy,EE,FALSE,2015,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,PAC,119.2,10.8,1
CHMY,Green,KBJEDA38_Parker_etal_2015_Chmy,GE,FALSE,2015,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,PAC,173,1.5,1
CHMY,Green,KBJEDA38_Parker_etal_2015_Chmy,GF,FALSE,2015,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,PAC,165.4,11.5,1
CHMY,Green,KBJEDA38_Parker_etal_2015_Chmy,GG,FALSE,2015,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,PAC,158.3,5.8,1
CHMY,Green,KBJEDA38_Parker_etal_2015_Chmy,GH,FALSE,2015,1,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,1,,,1,,,,,,,PAC,179.2,6.6,1
CHMY,Green,LLC6B2DU_Shimada_etal_2017_Chmy,CX,FALSE,2017,1,SATELLITE TAG (GPS),Satellite Telemetry,FEE;OBS,16,2,,18,,,,,,,16,2,,18,,,,,,,PAC,153.297,-27.343,1
CHMY,Green,M2B4TXP2_Garnier_etal_2012_Chmy,BS,FALSE,2012,1,PASSIVE INTEGRATED TRANSPONDER (PIT),Mark-Recapture,NES,,,,,,,,,,,55,,,,55,,,,,,IND,40.661,-11.031,1
CHMY,Green,M2B4TXP2_Garnier_etal_2012_Chmy,BS,TRUE,2012,1,SATELLITE TAG (ARGOS),Satellite Telemetry,NES;OBS,4,,,,4,,,,,,4,,,,4,,,,,,IND,40.661,-11.031,1
CHMY,Green,M2B4TXP2_Garnier_etal_2012_Chmy,GI,FALSE,2012,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,IND,39.991,-3.407,1
CHMY,Green,M2B4TXP2_Garnier_etal_2012_Chmy,GJ,FALSE,2012,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,IND,39.441,-8.258,1
CHMY,Green,M2B4TXP2_Garnier_etal_2012_Chmy,GK,FALSE,2012,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,IND,48.581,-12.941,1
