MetaUniqueID_From,BehaviorForSymbology,Habitat,SiteLocation,Lat,Lon,MinNumIndividuals,Radius,Connections.From.Nesting.Site,Connections.to.Foraging,Basin,RMU_From,MetaUniqueID_To,BehaviorForSymbology,Habitat,SiteLocation,Lat,Lon,MinNumIndividuals,Radius,Connections.From.Nesting.Site,Site,Connections.to.Foraging,Basin,RMU_To,Lat1,Lon1,Lat2,Lon2,Distance
METACHMY_AL,NES,Continental,"Guanacaste Peninsula, Costa Rica;Nombre de Jesus, Costa Rica;Nombre de Jesus & Zapotillal beaches, Costa Rica;Zapotillal beach, Nicoya Peninsula, Costa Rica;Nombre de Jesus beach, Nicoya Peninsula, Costa Rica;Gulf of Santa Elena, Northern Costa Rica;Gulf of Papagayo, Costa Rica",10.55189962,-85.87519997,213,1,NA,2,PAC,11,METACHMY_CK,FEE,Coastal,"Southwest off Costa Rica;Gulf of Fonseca, Nicaragua;Waters off northern Nicaragua;Gulf of Chiriqui, Panama",10.66676862,-86.25929871,6,5,2,1,NA,PAC,11,0.184165391,-1.498804985,0.186170233,-1.505508773,43.87985772
METACHMY_AM,NES,Island,"Galapagos Islands, Ecuador",-0.5,-90.5,12,1,NA,5,PAC,11,METACHMY_CK,FEE,Coastal,"Southwest off Costa Rica;Gulf of Fonseca, Nicaragua;Waters off northern Nicaragua;Gulf of Chiriqui, Panama",10.66676862,-86.25929871,6,5,2,1,NA,PAC,11,-0.008726646,-1.579522973,0.186170233,-1.505508773,1327.283462
METACHMY_AK,NES,Island,"Alagadi beach, Cyprus;Alagadi & Esentepe, Cyprus;Alagadi, Cyprus;Alagadi & Esentape beachs, Cyprus;Alagadi, North Cyprus;Karpaz Peninsula, Cyprus;South Cyprus;Kurtulus, Turkey",35.44489789,33.66959978,82,1,NA,6,ATL,3,METACHMY_CL,FEE,Coastal,"Coast of Manavgat& Alanya, Turkey;Gulf of Antalya;Antalya, Turkey;Turkish coastal waters;Antalya Bay, Turkey;Episkopi Bay;Erdemli;South Cyprus;Tripoli, Lebanon;Mediterranean Sea",35.6258789,32.19529346,14,5,2,1,NA,ATL,1,0.618630171,0.587645374,0.621788886,0.561913875,134.9114934
METACHMY_AP,NES,Continental,"Yumurtalik, Turkey;Akyatan Beach, Province Adana, Turkey",36.63,35.46,10,1,NA,2,ATL,3,METACHMY_CL,FEE,Coastal,"Coast of Manavgat& Alanya, Turkey;Gulf of Antalya;Antalya, Turkey;Turkish coastal waters;Antalya Bay, Turkey;Episkopi Bay;Erdemli;South Cyprus;Tripoli, Lebanon;Mediterranean Sea",35.6258789,32.19529346,14,5,2,1,NA,ATL,1,0.639314105,0.618893753,0.621788886,0.561913875,313.7282669
METACHMY_AD,NES,Island,"Taipin Tao, Nansha Archipelago, South China Sea",10.377,114.366,6,1,NA,2,PAC,6,METACHMY_CO,FEE,Coastal,"South China Sea, North of Borneo;North Borneo near Labuan, Malaysia;Northwest coast of Sabah, East Malaysia;Sabah, Borneo Malaysia;Bugsuk Island, Philippines;South of Palawan Island;Palawan Island, Phillipines;East Sabah, Malaysia facing Sulu Sea;Pulau Bumbum, Malaysia;Banggi Island, Malaysia",6.783270563,116.8517861,15,5,4,1,1,PAC,6,0.181112816,1.996063252,0.118390405,2.039448404,484.1048205
METACHMY_BL,NES,Island,"Derawan Island, East Kalimantan, Indonesia;Sangalaki, Indonesia;Derawan, Indonesia;Panjang Island, East Kalimantan, Indonesia",2.005199631,118.4636001,226,1,NA,2,PAC,6,METACHMY_CO,FEE,Coastal,"South China Sea, North of Borneo;North Borneo near Labuan, Malaysia;Northwest coast of Sabah, East Malaysia;Sabah, Borneo Malaysia;Bugsuk Island, Philippines;South of Palawan Island;Palawan Island, Phillipines;East Sabah, Malaysia facing Sulu Sea;Pulau Bumbum, Malaysia;Banggi Island, Malaysia",6.783270563,116.8517861,15,5,4,1,1,PAC,6,0.034997336,2.067579866,0.118390405,2.039448404,560.5275556
METACHMY_BO,NES,Continental,"Terengganu, Malaysia;Chagar Hutang beach, Pulau Redang, Malaysia;Chagar Hutang beach, Redang Island, Malaysia;Ma'Daerah Turtle Sanctuary, Paka, Terengganu, Malaysia;Ma'Daerah Turtle Sanctuary;Paka, Terengganu, Malaysia",5.023852832,103.2935716,13,1,NA,8,PAC,6,METACHMY_CO,FEE,Coastal,"South China Sea, North of Borneo;North Borneo near Labuan, Malaysia;Northwest coast of Sabah, East Malaysia;Sabah, Borneo Malaysia;Bugsuk Island, Philippines;South of Palawan Island;Palawan Island, Phillipines;East Sabah, Malaysia facing Sulu Sea;Pulau Bumbum, Malaysia;Banggi Island, Malaysia",6.783270563,116.8517861,15,5,4,1,1,PAC,6,0.087682773,1.802812921,0.118390405,2.039448404,1512.219306
METACHMY_BY,NES,Continental,Bangkok,12.364,100.86,6,1,NA,2,PAC,6,METACHMY_CO,FEE,Coastal,"South China Sea, North of Borneo;North Borneo near Labuan, Malaysia;Northwest coast of Sabah, East Malaysia;Sabah, Borneo Malaysia;Bugsuk Island, Philippines;South of Palawan Island;Palawan Island, Phillipines;East Sabah, Malaysia facing Sulu Sea;Pulau Bumbum, Malaysia;Banggi Island, Malaysia",6.783270563,116.8517861,15,5,4,1,1,PAC,6,0.215792509,1.760339084,0.118390405,2.039448404,1859.1485
METACHMY_EF,FEE,Insular,"Pratas Islands;Dongsha Atoll, Taiwan",20.516,116.7915,4,1,2,1,PAC,6,METACHMY_CO,FEE,Coastal,"South China Sea, North of Borneo;North Borneo near Labuan, Malaysia;Northwest coast of Sabah, East Malaysia;Sabah, Borneo Malaysia;Bugsuk Island, Philippines;South of Palawan Island;Palawan Island, Phillipines;East Sabah, Malaysia facing Sulu Sea;Pulau Bumbum, Malaysia;Banggi Island, Malaysia",6.783270563,116.8517861,15,5,4,1,1,PAC,6,0.358071749,2.038396213,0.118390405,2.039448404,1527.023659
METACHMY_AE,NES,Island,"Wan-an Island, Taiwan;Wan-an Island, Penghu Archipelago, Taiwan;Wan-an Island, Penghu Archipelago, Taiwan Strait;Penghu Island, Taiwan",23.27225022,119.3512509,22,1,NA,6,PAC,6,METACHMY_CP,FEE,Coastal,"Hainan Island, China;Hai'an Bay, China;North of Hainan;Wanning, Hainan Island, China;Dao Bach Long Vi, Vietnam;Coral reef of the Hainan Dao, Mainland China;Dao Bach Long;Yangjiang, China;Ly Son, Vietnam",19.58847013,109.8267204,10,5,4,1,NA,PAC,6,0.406177391,2.083072295,0.341883299,1.916837878,1067.198043
METACHMY_AJ,NES,Island,"Sham Wan, Lamma Island, Hong Kong;Hong Kong;Dangan Liedao & Po Toi, China",22.17625001,114.18,30,1,NA,6,PAC,6,METACHMY_CP,FEE,Coastal,"Hainan Island, China;Hai'an Bay, China;North of Hainan;Wanning, Hainan Island, China;Dao Bach Long Vi, Vietnam;Coral reef of the Hainan Dao, Mainland China;Dao Bach Long;Yangjiang, China;Ly Son, Vietnam",19.58847013,109.8267204,10,5,4,1,NA,PAC,6,0.387048578,1.99281694,0.341883299,1.916837878,535.9864825
METACHMY_BO,NES,Continental,"Terengganu, Malaysia;Chagar Hutang beach, Pulau Redang, Malaysia;Chagar Hutang beach, Redang Island, Malaysia;Ma'Daerah Turtle Sanctuary, Paka, Terengganu, Malaysia;Ma'Daerah Turtle Sanctuary;Paka, Terengganu, Malaysia",5.023852832,103.2935716,13,1,NA,8,PAC,6,METACHMY_CP,FEE,Coastal,"Hainan Island, China;Hai'an Bay, China;North of Hainan;Wanning, Hainan Island, China;Dao Bach Long Vi, Vietnam;Coral reef of the Hainan Dao, Mainland China;Dao Bach Long;Yangjiang, China;Ly Son, Vietnam",19.58847013,109.8267204,10,5,4,1,NA,PAC,6,0.087682773,1.802812921,0.341883299,1.916837878,1767.327873
METACHMY_CC,NES,Island,South Taiwan,22.316,120.464,6,1,NA,2,PAC,6,METACHMY_CP,FEE,Coastal,"Hainan Island, China;Hai'an Bay, China;North of Hainan;Wanning, Hainan Island, China;Dao Bach Long Vi, Vietnam;Coral reef of the Hainan Dao, Mainland China;Dao Bach Long;Yangjiang, China;Ly Son, Vietnam",19.58847013,109.8267204,10,5,4,1,NA,PAC,6,0.389487676,2.10249343,0.341883299,1.916837878,1145.141428
METACHMY_AV,NES,Continental,"Tortuguero, Costa Rica;Costa Rica;Waters around Tortuguero, Costa Rica",10.25399986,-83.23399996,47338,1,NA,13,ATL,1,METACHMY_CQ,OBS,Coastal,Mexico;Southwest Gulf of Mexico;Northwest corner of Yucatan peninsula,21.92266026,-89.5078337,41,5,1,1,1,ATL,1,0.178966059,-1.452707349,0.382622602,-1.562206404,1459.731213
METACHMY_DS,NA,NA,NA,28.5,-92,NA,NA,NA,NA,NA,1,METACHMY_CQ,OBS,Coastal,Mexico;Southwest Gulf of Mexico;Northwest corner of Yucatan peninsula,21.92266026,-89.5078337,41,5,1,1,1,ATL,1,0.497418837,-1.605702912,0.382622602,-1.562206404,782.1066619
METACHMY_AK,NES,Island,"Alagadi beach, Cyprus;Alagadi & Esentepe, Cyprus;Alagadi, Cyprus;Alagadi & Esentape beachs, Cyprus;Alagadi, North Cyprus;Karpaz Peninsula, Cyprus;South Cyprus;Kurtulus, Turkey",35.44489789,33.66959978,82,1,NA,6,ATL,3,METACHMY_CR,FEE,Coastal,"North African coast;Gulf of Sidra, Libya;Coast of Libya;Gulf of Bomba, Libya;Gulf of Bomba;West of Sirte, Libya;Gulf of Sirte, Libya;North east of Libya;Gulf of Salum;Bay of As-Sallum, Egypt;Gulf of Sirte",32.10366628,21.344822,36,5,4,1,1,ATL,1,0.618630171,0.587645374,0.560314679,0.372537422,1197.214301
METACHMY_AP,NES,Continental,"Yumurtalik, Turkey;Akyatan Beach, Province Adana, Turkey",36.63,35.46,10,1,NA,2,ATL,3,METACHMY_CR,FEE,Coastal,"North African coast;Gulf of Sidra, Libya;Coast of Libya;Gulf of Bomba, Libya;Gulf of Bomba;West of Sirte, Libya;Gulf of Sirte, Libya;North east of Libya;Gulf of Salum;Bay of As-Sallum, Egypt;Gulf of Sirte",32.10366628,21.344822,36,5,4,1,1,ATL,1,0.639314105,0.618893753,0.560314679,0.372537422,1388.154885
METACHMY_AQ,NES,Continental,"Gdor Nature Reserve, Sharon & Ashkelon National Park, Israel;Israel",32.2255,34.4945,5,1,NA,2,ATL,3,METACHMY_CR,FEE,Coastal,"North African coast;Gulf of Sidra, Libya;Coast of Libya;Gulf of Bomba, Libya;Gulf of Bomba;West of Sirte, Libya;Gulf of Sirte, Libya;North east of Libya;Gulf of Salum;Bay of As-Sallum, Egypt;Gulf of Sirte",32.10366628,21.344822,36,5,4,1,1,ATL,1,0.562441078,0.602042599,0.560314679,0.372537422,1237.067026
METACHMY_AR,NES,Continental,"Latakia, Syria",35.476,35.7815,1,1,NA,1,ATL,3,METACHMY_CR,FEE,Coastal,"North African coast;Gulf of Sidra, Libya;Coast of Libya;Gulf of Bomba, Libya;Gulf of Bomba;West of Sirte, Libya;Gulf of Sirte, Libya;North east of Libya;Gulf of Salum;Bay of As-Sallum, Egypt;Gulf of Sirte",32.10366628,21.344822,36,5,4,1,1,ATL,1,0.619173005,0.624504986,0.560314679,0.372537422,1384.332767
METACHMY_CL,FEE,Coastal,"Coast of Manavgat& Alanya, Turkey;Gulf of Antalya;Antalya, Turkey;Turkish coastal waters;Antalya Bay, Turkey;Episkopi Bay;Erdemli;South Cyprus;Tripoli, Lebanon;Mediterranean Sea",35.6258789,32.19529346,14,5,2,NA,ATL,1,METACHMY_CR,FEE,Coastal,"North African coast;Gulf of Sidra, Libya;Coast of Libya;Gulf of Bomba, Libya;Gulf of Bomba;West of Sirte, Libya;Gulf of Sirte, Libya;North east of Libya;Gulf of Salum;Bay of As-Sallum, Egypt;Gulf of Sirte",32.10366628,21.344822,36,5,4,1,1,ATL,1,0.621788886,0.561913875,0.560314679,0.372537422,1074.892286
METACHMY_AS,NES,Continental,"Awala-Yalimapo, Amana Nature Reserve, French Guiana;Galibi Nature Reserve, Suriname;Amana Nature Reserve, French Guiana;Awala-Yalimapo & Galibi Nature Reserves, French Guiana & Suriname;Guianese coast;Mouth of Maroni River;Waters between French Guiana & Suriname",5.686555679,-53.77378016,1181,1,NA,2,ATL,1,METACHMY_CT,OBS,Coastal,"Mouth of Maroni River;Guyana;Cayenne, French Guiana;Oyapock river estuary, between French Guiana & Brazil;Northwest to mouth of the Amazon River, Brazil",4.82409853,-53.25723037,22,5,2,1,NA,ATL,1;2,0.09924912,-0.938529515,0.084196403,-0.92951402,111.6616533
METACHMY_AV,NES,Continental,"Tortuguero, Costa Rica;Costa Rica;Waters around Tortuguero, Costa Rica",10.25399986,-83.23399996,47338,1,NA,13,ATL,1,METACHMY_CT,OBS,Coastal,"Mouth of Maroni River;Guyana;Cayenne, French Guiana;Oyapock river estuary, between French Guiana & Brazil;Northwest to mouth of the Amazon River, Brazil",4.82409853,-53.25723037,22,5,2,1,NA,ATL,1;2,0.178966059,-1.452707349,0.084196403,-0.92951402,3357.214693
METACHMY_CF,FEE,Coastal,"East Gulf of Mexico;Folrida Waters;Southeast Gulf of Mexico;St. Joseph's Bay, Florida;Near Everglades National Park;West of Cape Sable;Cape Canaveral, Patrick, Florida;East Florida;North coast of Cuba;Southeast Florida;Boca Raton, Florida;West of Longboat Key, Florida;South of Biscayne National Park",27.32750841,-83.10989568,83,5,2,3,ATL,1,METACHMY_CU,FEE,Coastal,"North Sargasso Sea;St. Helena Sound, South Carolina;Pamlico Sound inshore waters, North Carolina;Pamlico Sound, North Carolina;Cape Lookout Shoals, North Carolina;Lower White Oak River near Swansboro, North Carolina;Charleston, South Carolina;Lower Cape Fear River basin, North Carolina",34.05460913,-76.85602406,51,5,NA,1,2,ATL,1,0.476954998,-1.450541321,0.594365055,-1.34139067,957.1800385
METACHMY_DO,NA,NA,NA,32.35,-64.71,NA,NA,NA,NA,NA,1,METACHMY_CU,FEE,Coastal,"North Sargasso Sea;St. Helena Sound, South Carolina;Pamlico Sound inshore waters, North Carolina;Pamlico Sound, North Carolina;Cape Lookout Shoals, North Carolina;Lower White Oak River near Swansboro, North Carolina;Charleston, South Carolina;Lower Cape Fear River basin, North Carolina",34.05460913,-76.85602406,51,5,NA,1,2,ATL,1,0.564614013,-1.129402559,0.594365055,-1.34139067,1363.811977
METACHMY_AV,NES,Continental,"Tortuguero, Costa Rica;Costa Rica;Waters around Tortuguero, Costa Rica",10.25399986,-83.23399996,47338,1,NA,13,ATL,1,METACHMY_CV,FEE,Insular,"Dominican Republic;East tip of Cuba;El Macao, Dominican Republic;Puerto Rico",18.98118204,-69.54306492,11,5,2,1,1,ATL,1,0.178966059,-1.452707349,0.331284123,-1.213755455,1762.377114
METACHMY_BT,NES,Island,"St Eustatius, Caribbean;St. Kitts & St. Nevis",17.46800001,-62.90200004,27,1,NA,1,ATL,1,METACHMY_CV,FEE,Insular,"Dominican Republic;East tip of Cuba;El Macao, Dominican Republic;Puerto Rico",18.98118204,-69.54306492,11,5,2,1,1,ATL,1,0.304874114,-1.097847007,0.331284123,-1.213755455,721.2457999
METACHMY_DO,NA,NA,NA,32.35,-64.71,NA,NA,NA,NA,NA,1,METACHMY_CV,FEE,Insular,"Dominican Republic;East tip of Cuba;El Macao, Dominican Republic;Puerto Rico",18.98118204,-69.54306492,11,5,2,1,1,ATL,1,0.564614013,-1.129402559,0.331284123,-1.213755455,1580.704657
METACHMY_AC,NES,Island,"Huyong Island, Thailand;Huyong, Siliman Islands, Thailand;South west of Thailand;Phangnga Province, Thailand;Northwest of Puhuket;Phura Thong Island, Thailand;Phuket, Thailand;West of Ko Ra Is, Thailand",8.598100235,97.9434998,98,1,NA,2,IND,6,METACHMY_CW,OBS,Insular,"Andaman Islands;Andaman Islands, India;Rutland Island, Andaman Islands, India",11.12201426,93.09466227,5,5,1,1,NA,IND,6,0.150065159,1.709436552,0.194115768,1.624808373,600.7356793
METACHMY_AV,NES,Continental,"Tortuguero, Costa Rica;Costa Rica;Waters around Tortuguero, Costa Rica",10.25399986,-83.23399996,47338,1,NA,13,ATL,1,METACHMY_CY,OBS,Coastal,Colombia;Panama,10.45000217,-75.87325429,75,5,1,1,2,ATL,1,0.178966059,-1.452707349,0.182386945,-1.324238102,805.4312733
METACHMY_CG,FEE,Coastal,"Tortuguero, Costa Rica;Nicaragua;Merilin Bar, Nicaragua;Panama;The Witties, Nicaragua;Miskito Cays, Nicaragua;Dead Man's Cay, Nicaragua;Secretary, Chiriqui Lagoon, Ngobe-Bugle Comarca, Panama;Zapatilla Cay, Panama",12.16898833,-82.34521866,4474,5,2,2,ATL,1,METACHMY_CY,OBS,Coastal,Colombia;Panama,10.45000217,-75.87325429,75,5,1,1,2,ATL,1,0.212388913,-1.437195189,0.182386945,-1.324238102,731.0617264
METACHMY_DO,NA,NA,NA,32.35,-64.71,NA,NA,NA,NA,NA,1,METACHMY_CY,OBS,Coastal,Colombia;Panama,10.45000217,-75.87325429,75,5,1,1,2,ATL,1,0.564614013,-1.129402559,0.182386945,-1.324238102,2733.28835
METACHMY_DE,NA,NA,NA,39.333,141.933,NA,NA,NA,NA,NA,8,METACHMY_CZ,FEE,Insular,"Northwest off Ogasawara Islands, Japan;West of Chichijima Island, Japan;Chichijima & Ogasawara Islands, Japan;Hahajima & Ogasawara Islands, Japan;Izu-Oshima Island, Japan;Izu Islands, Japan;Kushimoto, Wakayama Prefecture, Japan",30.54592784,139.8805771,10,5,NA,1,1,PAC,6;8,0.686490355,2.477198167,0.533127014,2.44137663,1003.376814
METACHMY_AE,NES,Island,"Wan-an Island, Taiwan;Wan-an Island, Penghu Archipelago, Taiwan;Wan-an Island, Penghu Archipelago, Taiwan Strait;Penghu Island, Taiwan",23.27225022,119.3512509,22,1,NA,6,PAC,6,METACHMY_DA,FEE,Insular,"Ryukyu-Islands, Japan;Coral reef of Taipei, Taiwan;Ishigaki-shima, Ryukyu Archipelago, Japan;Coastal Chunan County, Taiwan;North Taiwan;East of Taiwan;Okinawa, Japan;Between Fuzhou &Wenzhou",25.31911518,123.2718419,11,5,3,1,1,PAC,6;8,0.406177391,2.083072295,0.441901924,2.151499516,457.8684254
METACHMY_BJ,NES,Island,"Gielop Island, Ulithi Atoll, Yap State, Federated States of Micronesia;Gielop Island, Ilithi Atoll, Yap State, Micronesia",9.955,139.7865,14,1,NA,8,PAC,8,METACHMY_DA,FEE,Insular,"Ryukyu-Islands, Japan;Coral reef of Taipei, Taiwan;Ishigaki-shima, Ryukyu Archipelago, Japan;Coastal Chunan County, Taiwan;North Taiwan;East of Taiwan;Okinawa, Japan;Between Fuzhou &Wenzhou",25.31911518,123.2718419,11,5,3,1,1,PAC,6;8,0.173747527,2.439734675,0.441901924,2.151499516,2440.347157
METACHMY_CC,NES,Island,South Taiwan,22.316,120.464,6,1,NA,2,PAC,6,METACHMY_DA,FEE,Insular,"Ryukyu-Islands, Japan;Coral reef of Taipei, Taiwan;Ishigaki-shima, Ryukyu Archipelago, Japan;Coastal Chunan County, Taiwan;North Taiwan;East of Taiwan;Okinawa, Japan;Between Fuzhou &Wenzhou",25.31911518,123.2718419,11,5,3,1,1,PAC,6;8,0.389487676,2.10249343,0.441901924,2.151499516,439.3872394
METACHMY_HB,OBS,Coastal,"Shanwei, China",22.505,116.031,6,1,1,NA,PAC,6,METACHMY_DA,FEE,Insular,"Ryukyu-Islands, Japan;Coral reef of Taipei, Taiwan;Ishigaki-shima, Ryukyu Archipelago, Japan;Coastal Chunan County, Taiwan;North Taiwan;East of Taiwan;Okinawa, Japan;Between Fuzhou &Wenzhou",25.31911518,123.2718419,11,5,3,1,1,PAC,6;8,0.392786348,2.025122984,0.441901924,2.151499516,799.6101916
METACHMY_AC,NES,Island,"Huyong Island, Thailand;Huyong, Siliman Islands, Thailand;South west of Thailand;Phangnga Province, Thailand;Northwest of Puhuket;Phura Thong Island, Thailand;Phuket, Thailand;West of Ko Ra Is, Thailand",8.598100235,97.9434998,98,1,NA,2,IND,6,METACHMY_DB,FEE,Coastal,"Near Ko He Island, Thiland;West of Ko Libong Is, Thailand",7.475,98.8,2,1,1,1,NA,IND,6,0.150065159,1.709436552,0.130463362,1.724385301,156.4881927
METACHMY_BC,NES,Island,"French Frigate Shoals, Hawaii",23.761,-166.157,2,1,NA,1,PAC,9,METACHMY_DC,FEE,Insular,"Waiale, Oahu;Barber's Point, Oahu;Kaneohe Bay, Oahu, Hawaii",21.32466664,-157.8923333,4,1,1,1,1,PAC,9,0.414707684,-2.899986725,0.372185645,-2.75574108,890.7616613
METACHMY_ES,OBS,Insular,Southwest of Hawaii,18.1,-160.2,1,1,NA,1,PAC,9,METACHMY_DC,FEE,Insular,"Waiale, Oahu;Barber's Point, Oahu;Kaneohe Bay, Oahu, Hawaii",21.32466664,-157.8923333,4,1,1,1,1,PAC,9,0.315904595,-2.796017462,0.372185645,-2.75574108,432.3201048
METACHMY_AK,NES,Island,"Alagadi beach, Cyprus;Alagadi & Esentepe, Cyprus;Alagadi, Cyprus;Alagadi & Esentape beachs, Cyprus;Alagadi, North Cyprus;Karpaz Peninsula, Cyprus;South Cyprus;Kurtulus, Turkey",35.44489789,33.66959978,82,1,NA,6,ATL,3,METACHMY_DD,FEE,Coastal,"Lake Bardawil;North east of Egypt;Lake Bardawil, Egypt",31.24149995,33.1705,25,1,2,1,NA,ATL,1,0.618630171,0.587645374,0.545267037,0.57893444,469.6879149
METACHMY_AQ,NES,Continental,"Gdor Nature Reserve, Sharon & Ashkelon National Park, Israel;Israel",32.2255,34.4945,5,1,NA,2,ATL,3,METACHMY_DD,FEE,Coastal,"Lake Bardawil;North east of Egypt;Lake Bardawil, Egypt",31.24149995,33.1705,25,1,2,1,NA,ATL,1,0.562441078,0.602042599,0.545267037,0.57893444,166.280118
METACHMY_AK,NES,Island,"Alagadi beach, Cyprus;Alagadi & Esentepe, Cyprus;Alagadi, Cyprus;Alagadi & Esentape beachs, Cyprus;Alagadi, North Cyprus;Karpaz Peninsula, Cyprus;South Cyprus;Kurtulus, Turkey",35.44489789,33.66959978,82,1,NA,6,ATL,3,METACHMY_DG,FEE,Coastal,"Gulf of Sirte, West Libya",31.559,15.741,6,1,1,1,NA,ATL,1,0.618630171,0.587645374,0.550808459,0.274732278,1714.881426
METACHMY_AK,NES,Island,"Alagadi beach, Cyprus;Alagadi & Esentepe, Cyprus;Alagadi, Cyprus;Alagadi & Esentape beachs, Cyprus;Alagadi, North Cyprus;Karpaz Peninsula, Cyprus;South Cyprus;Kurtulus, Turkey",35.44489789,33.66959978,82,1,NA,6,ATL,3,METACHMY_DH,FEE,Coastal,"Libya & Tunisia border;West Libya & Tunisia border;Gulf of Boughrara, Tunisia",33.31566653,11.34933496,5,1,1,1,1,ATL,1,0.618630171,0.587645374,0.581468073,0.198083263,2057.544026
METACHMY_CR,FEE,Coastal,"North African coast;Gulf of Sidra, Libya;Coast of Libya;Gulf of Bomba, Libya;Gulf of Bomba;West of Sirte, Libya;Gulf of Sirte, Libya;North east of Libya;Gulf of Salum;Bay of As-Sallum, Egypt;Gulf of Sirte",32.10366628,21.344822,36,5,4,1,ATL,1,METACHMY_DH,FEE,Coastal,"Libya & Tunisia border;West Libya & Tunisia border;Gulf of Boughrara, Tunisia",33.31566653,11.34933496,5,1,1,1,1,ATL,1,0.560314679,0.372537422,0.581468073,0.198083263,944.4722418
METACHMY_AV,NES,Continental,"Tortuguero, Costa Rica;Costa Rica;Waters around Tortuguero, Costa Rica",10.25399986,-83.23399996,47338,1,NA,13,ATL,1,METACHMY_DI,OBS,Insular,St. Lucia;Martinique;St. Lucia & Grenada,13.80000133,-61.09666667,4,1,1,1,1,ATL,1,0.178966059,-1.452707349,0.24085546,-1.066337995,2438.518293
METACHMY_DO,NA,NA,NA,32.35,-64.71,NA,NA,NA,NA,NA,1,METACHMY_DI,OBS,Insular,St. Lucia;Martinique;St. Lucia & Grenada,13.80000133,-61.09666667,4,1,1,1,1,ATL,1,0.564614013,-1.129402559,0.24085546,-1.066337995,2101.432991
METACHMY_AV,NES,Continental,"Tortuguero, Costa Rica;Costa Rica;Waters around Tortuguero, Costa Rica",10.25399986,-83.23399996,47338,1,NA,13,ATL,1,METACHMY_DJ,FEE,Coastal,"Venezuela;Guajira Peninsula, Venezuelan;Los Roques Archipelago, Venezuela",11.30433456,-68.3005507,37,5,2,1,1,ATL,1,0.178966059,-1.452707349,0.197297858,-1.192069491,1635.212608
METACHMY_BU,NES,Island,"Playa Chikitu, Bonaire;Southwest coast of Bonaire",12.1075,-68.2425,4,1,NA,4,ATL,1,METACHMY_DJ,FEE,Coastal,"Venezuela;Guajira Peninsula, Venezuelan;Los Roques Archipelago, Venezuela",11.30433456,-68.3005507,37,5,2,1,1,ATL,1,0.211315739,-1.191056315,0.197297858,-1.192069491,89.5313095
METACHMY_DO,NA,NA,NA,32.35,-64.71,NA,NA,NA,NA,NA,1,METACHMY_DJ,FEE,Coastal,"Venezuela;Guajira Peninsula, Venezuelan;Los Roques Archipelago, Venezuela",11.30433456,-68.3005507,37,5,2,1,1,ATL,1,0.564614013,-1.129402559,0.197297858,-1.192069491,2373.984569
METACHMY_AW,NES,Island,"Rosemary Is, Legendre Is, Middle Is, Barrow Is, Montebello Is;",-20.501,116.093,36,1,NA,6,IND,6,METACHMY_DK,FEE,Insular,Buccaneer;Adele Island;Montgomery Reef,-15.8710002,123.629331,5,1,3,1,NA,IND,6,-0.35780995,2.026205089,-0.277001209,2.157738878,947.8126782
METACHMY_AY,NES,Island,"Lacepede Is;West & Lacepede Islands, Western Australia",-16.85,122.1173333,11,1,NA,6,IND,6,METACHMY_DK,FEE,Insular,Buccaneer;Adele Island;Montgomery Reef,-15.8710002,123.629331,5,1,3,1,NA,IND,6,-0.294087979,2.13134954,-0.277001209,2.157738878,194.6105979
METACHMY_AZ,NES,Island,Maret Is,-14.483,125.097,21,1,NA,6,IND,6,METACHMY_DK,FEE,Insular,Buccaneer;Adele Island;Montgomery Reef,-15.8710002,123.629331,5,1,3,1,NA,IND,6,-0.252776036,2.183354534,-0.277001209,2.157738878,220.5147191
METACHMY_AW,NES,Island,"Rosemary Is, Legendre Is, Middle Is, Barrow Is, Montebello Is;",-20.501,116.093,36,1,NA,6,IND,6,METACHMY_DL,FEE,Insular,"Tiwi & Cobourg;Blue Mud Bay, Gulf of Carpentaria, Australia;Aru Islands, West Papau, Indonesia",-9.875438419,134.378957,17,5,7,1,NA,PAC,6;7,-0.35780995,2.026205089,-0.172358915,2.345355245,2287.080004
METACHMY_AY,NES,Island,"Lacepede Is;West & Lacepede Islands, Western Australia",-16.85,122.1173333,11,1,NA,6,IND,6,METACHMY_DL,FEE,Insular,"Tiwi & Cobourg;Blue Mud Bay, Gulf of Carpentaria, Australia;Aru Islands, West Papau, Indonesia",-9.875438419,134.378957,17,5,7,1,NA,PAC,6;7,-0.294087979,2.13134954,-0.172358915,2.345355245,1535.643234
METACHMY_AZ,NES,Island,Maret Is,-14.483,125.097,21,1,NA,6,IND,6,METACHMY_DL,FEE,Insular,"Tiwi & Cobourg;Blue Mud Bay, Gulf of Carpentaria, Australia;Aru Islands, West Papau, Indonesia",-9.875438419,134.378957,17,5,7,1,NA,PAC,6;7,-0.252776036,2.183354534,-0.172358915,2.345355245,1131.192416
METACHMY_BA,NES,Island,Scott Reef,-14.06,121.78,15,1,NA,4,IND,6,METACHMY_DL,FEE,Insular,"Tiwi & Cobourg;Blue Mud Bay, Gulf of Carpentaria, Australia;Aru Islands, West Papau, Indonesia",-9.875438419,134.378957,17,5,7,1,NA,PAC,6;7,-0.245393293,2.125461963,-0.172358915,2.345355245,1446.884124
