Species,CommonName,ReviewID,ZoteroID,Ver.,Method,SiteID,Location,Radius,Sampling,NumIDs,Numroutes,Numconns,Years,Monthsstart,Monthsend,Monthssampled,Activities,Behaviour,Sex,Lifestage,UniqueID,UniqueID_from,UniqueID_to,Title,Publication Year,Author,Basin,Long,Lat
CHMY,Green,8HTTVJJE_Stokes_etal_2015_Chmy,8HTTVJJE,1.00E+06,T,N,Episkopi Bay,1,Argos,1,1,NA,NA,(UNK),(UNK),NA,FEE,FEE,"{ ""F"" : 1 }","{ ""A"" : 1 }",8HTTVJJE_N,8HTTVJJE_N,8HTTVJJE_N,Migratory corridors and foraging hotspots: critical habitats identified for Mediterranean green turtles,2015,"Stokes, K. L.; Broderick, A. C.; Canbolat, A. F.; Candan, O.; Fuller, W. J.; Glen, F.; Levy, Y.; Rees, A. F.; Rilov, G.; Snape, R. T.; Stott, I.; Tchernov, D.; Godley, B. J.",ATL,32.84,34.63
CHMY,Green,8NMU98K8_Chambault_etal_2016_Chmy,8NMU98K8,1.00E+06,T,A,"Awala-Yalimapo, Amana Nature Reserve, French Guiana",1,Argos,17,16,NA,2012; 2014,MAR; APR; MAY; JUN; JUL; (UNK),MAR; APR; MAY; JUN; JUL; (UNK),NA,NES,NES,"{ ""F"" : 17 }","{ ""AB"" : 17 }",8NMU98K8_A,8NMU98K8_A,8NMU98K8_A,Inter-nesting behavioural adjustments of green turtles to an estuarine habitat in French Guiana,2016,"Chambault, Philippine; de Thoisy, Benoit; Kelle, Laurent; Berzins, Rachel; Bonola, Marc; Delvaux, Helene; Le Maho, Yvon; Chevallier, Damien",ATL,-53.9,5.7
CHMY,Green,8NMU98K8_Chambault_etal_2016_Chmy,8NMU98K8,1.00E+06,T,B,"Galibi Nature Reserve, Suriname",1,Argos,8,NA,NA,2012,MAR,MAR,NA,NES,NES,"{ ""F"" : 8 }","{ ""AB"" : 8 }",8NMU98K8_B,8NMU98K8_B,8NMU98K8_B,Inter-nesting behavioural adjustments of green turtles to an estuarine habitat in French Guiana,2016,"Chambault, Philippine; de Thoisy, Benoit; Kelle, Laurent; Berzins, Rachel; Bonola, Marc; Delvaux, Helene; Le Maho, Yvon; Chevallier, Damien",ATL,-53.984,5.779
CHMY,Green,8NMU98K8_Chambault_etal_2016_Chmy,8NMU98K8,1.00E+06,T,C,Mouth of Maroni River,1,Argos,4,8,NA,2012,MAR; MAY; (UNK),(UNK),NA,OBS,OBS,"{ ""F"" : 4 }","{ ""AI"" : 4 }",8NMU98K8_C,8NMU98K8_C,8NMU98K8_C,Inter-nesting behavioural adjustments of green turtles to an estuarine habitat in French Guiana,2016,"Chambault, Philippine; de Thoisy, Benoit; Kelle, Laurent; Berzins, Rachel; Bonola, Marc; Delvaux, Helene; Le Maho, Yvon; Chevallier, Damien",ATL,-53.95,5.78
CHMY,Green,8NMU98K8_Chambault_etal_2016_Chmy,8NMU98K8,1.00E+06,T,D,Mouth of Maroni River,5,Argos,9,8,NA,2014,MAR; APR; (UNK),(UNK),NA,OBS,OBS,"{ ""F"" : 9 }","{ ""AI"" : 9 }",8NMU98K8_D,8NMU98K8_D,8NMU98K8_D,Inter-nesting behavioural adjustments of green turtles to an estuarine habitat in French Guiana,2016,"Chambault, Philippine; de Thoisy, Benoit; Kelle, Laurent; Berzins, Rachel; Bonola, Marc; Delvaux, Helene; Le Maho, Yvon; Chevallier, Damien",ATL,-53.95,5.78
CHMY,Green,8NMU98K8_Chambault_etal_2016_Chmy,8NMU98K8,1.00E+06,MR,E,"Awala-Yalimapo, Amana Nature Reserve, French Guiana",1,PIT,1144,NA,NA,2012; 2014,(UNK),(UNK),NA,NES,NES,"{ ""F"" : 1144 }","{ ""AB"" : 1144 }",8NMU98K8_E,8NMU98K8_E,8NMU98K8_E,Inter-nesting behavioural adjustments of green turtles to an estuarine habitat in French Guiana,2016,"Chambault, Philippine; de Thoisy, Benoit; Kelle, Laurent; Berzins, Rachel; Bonola, Marc; Delvaux, Helene; Le Maho, Yvon; Chevallier, Damien",ATL,-53.9,5.7
CHMY,Green,8PQMCK7V_Shimada_etal_2021_Chmy,8PQMCK7V,2.00E+06,T,A,"Jazirat Mashabah, Red Sea",1,SATELLITE TAG (GPS),20,NA,NA,2019,SEP; OCT,SEP; OCT; NOV; DEC,NA,BRE,BRE,"{ ""F"" : 20 }","{ ""AI"" : 13, ""AB"" : 7 }",8PQMCK7V_A,8PQMCK7V_A,8PQMCK7V_A,"Satellite Tracking Reveals Nesting Patterns, Site Fidelity, and Potential Impacts of Warming on Major Green Turtle Rookeries in the Red Sea",2021,"Shimada, Takahiro; Duarte, Carlos M.; Al-Suwailem, Abdulaziz M.; Tanabe, Lyndsey K.; Meekan, Mark G.",IND,36.485,25.618
CHMY,Green,8PQMCK7V_Shimada_etal_2021_Chmy,8PQMCK7V,2.00E+06,T,B,"Ras Al Baridi, Red Sea",1,SATELLITE TAG (GPS),10,NA,NA,2019,SEP; OCT,OCT; NOV,NA,BRE,BRE,"{ ""F"" : 10 }","{ ""AB"" : 3, ""AI"" : 7 }",8PQMCK7V_B,8PQMCK7V_B,8PQMCK7V_B,"Satellite Tracking Reveals Nesting Patterns, Site Fidelity, and Potential Impacts of Warming on Major Green Turtle Rookeries in the Red Sea",2021,"Shimada, Takahiro; Duarte, Carlos M.; Al-Suwailem, Abdulaziz M.; Tanabe, Lyndsey K.; Meekan, Mark G.",IND,37.616,24.241
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,MR,A,"Tortuguero, Costa Rica",1,BANDING,46983,NA,20,1955; 1956; 1957; 1958; 1959; 1960; 1961; 1962; 1963; 1964; 1965; 1966; 1967; 1968; 1969; 1970; 1971; 1972; 1973; 1974; 1975; 1976; 1977; 1978; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989; 1990; 1991; 1992; 1993; 1994; 1995; 1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003,NA,NA,NA,NES,NES,"{ ""F"" : 46983 }","{ ""AB"" : 46983 }",8Z75DBBC_A,8Z75DBBC_A,8Z75DBBC_A,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-83.2,10.2
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,T,AA,"South of Belize City, Belize",1,SATELLITE TAG (ARGOS),1,1,NA,2000,AUG,DEC,NA,FEE,FEE,"{ ""F"" : 1 }","{ ""A"" : 1 }",8Z75DBBC_AA,8Z75DBBC_AA,8Z75DBBC_AA,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-88.1,17.35
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,T,AB,"Cajones Cays, Honduras",1,SATELLITE TAG (ARGOS),1,1,NA,2000; 2001,SEP,APR,NA,FEE,FEE,"{ ""F"" : 1 }","{ ""A"" : 1 }",8Z75DBBC_AB,8Z75DBBC_AB,8Z75DBBC_AB,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-83.3,16
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,MR,B,Mexico,5,BANDING,38,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""F"" : 38 }","{ ""AB"" : 38 }",8Z75DBBC_B,8Z75DBBC_B,8Z75DBBC_B,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-87.1,21.8
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,MR,C,Folrida Waters,5,BANDING,1,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""F"" : 1 }","{ ""A"" : 1 }",8Z75DBBC_C,8Z75DBBC_C,8Z75DBBC_C,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-82.8,24.5
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,MR,D,Cuba,5,BANDING,104,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""F"" : 104 }","{ ""A"" : 104 }",8Z75DBBC_D,8Z75DBBC_D,8Z75DBBC_D,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-79.3,21.3
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,MR,E,Dominican Republic,5,BANDING,7,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""F"" : 7 }","{ ""A"" : 7 }",8Z75DBBC_E,8Z75DBBC_E,8Z75DBBC_E,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-70,18.1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,MR,F,Puerto Rico,1,BANDING,1,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""F"" : 1 }","{ ""A"" : 1 }",8Z75DBBC_F,8Z75DBBC_F,8Z75DBBC_F,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-66.4,18.5
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,MR,G,Belize,5,BANDING,32,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""F"" : 32 }","{ ""A"" : 32 }",8Z75DBBC_G,8Z75DBBC_G,8Z75DBBC_G,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-88.1,17.35
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,MR,H,Jamaica,1,BANDING,1,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""F"" : 1 }","{ ""A"" : 1 }",8Z75DBBC_H,8Z75DBBC_H,8Z75DBBC_H,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-77.4,17.7
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,MR,I,St. Kitts & St. Nevis,1,BANDING,1,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""F"" : 1 }","{ ""A"" : 1 }",8Z75DBBC_I,8Z75DBBC_I,8Z75DBBC_I,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-62.75,17.39
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,MR,J,Martinique,1,BANDING,1,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""F"" : 1 }","{ ""A"" : 1 }",8Z75DBBC_J,8Z75DBBC_J,8Z75DBBC_J,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-61.14,14.59
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,MR,K,St. Lucia,1,BANDING,1,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""F"" : 1 }","{ ""A"" : 1 }",8Z75DBBC_K,8Z75DBBC_K,8Z75DBBC_K,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-61.08,13.84
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,MR,L,Grenada,1,BANDING,1,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""F"" : 1 }","{ ""A"" : 1 }",8Z75DBBC_L,8Z75DBBC_L,8Z75DBBC_L,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-61.75,12.12
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,MR,M,Guyana,5,BANDING,1,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""F"" : 1 }","{ ""A"" : 1 }",8Z75DBBC_M,8Z75DBBC_M,8Z75DBBC_M,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-57.9,6.79
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,MR,N,Brazil,5,BANDING,1,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""F"" : 1 }","{ ""A"" : 1 }",8Z75DBBC_N,8Z75DBBC_N,8Z75DBBC_N,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-37.68,-4.22
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,MR,O,Guatemala,1,BANDING,4,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""F"" : 4 }","{ ""A"" : 4 }",8Z75DBBC_O,8Z75DBBC_O,8Z75DBBC_O,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-88.61,15.82
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,MR,P,Honduras,5,BANDING,45,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""F"" : 45 }","{ ""A"" : 45 }",8Z75DBBC_P,8Z75DBBC_P,8Z75DBBC_P,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-85.5,15.91
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,MR,Q,Nicaragua,5,BANDING,3833,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""F"" : 3833 }","{ ""A"" : 3833 }",8Z75DBBC_Q,8Z75DBBC_Q,8Z75DBBC_Q,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-83.33,13.78
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,MR,R,Costa Rica,1,BANDING,354,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""F"" : 354 }","{ ""A"" : 354 }",8Z75DBBC_R,8Z75DBBC_R,8Z75DBBC_R,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-83.17,10.17
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,MR,S,Panama,5,BANDING,138,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""F"" : 138 }","{ ""A"" : 138 }",8Z75DBBC_S,8Z75DBBC_S,8Z75DBBC_S,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-79.37,9.62
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,MR,T,Colombia,5,BANDING,73,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""F"" : 73 }","{ ""A"" : 73 }",8Z75DBBC_T,8Z75DBBC_T,8Z75DBBC_T,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-75.6,10.5
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,MR,U,Venezuela,5,BANDING,30,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""F"" : 30 }","{ ""A"" : 30 }",8Z75DBBC_U,8Z75DBBC_U,8Z75DBBC_U,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-67.6,10.7
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,T,V,"Tortuguero, Costa Rica",1,SATELLITE TAG (ARGOS),10,2,NA,2000; 2001; 2002,JUL; SEP,JUL; SEP,NA,NES,NES,"{ ""F"" : 10 }","{ ""AB"" : 10 }",8Z75DBBC_V,8Z75DBBC_V,8Z75DBBC_V,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-83.2,10.2
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,T,W,"Waters around Tortuguero, Costa Rica",1,SATELLITE TAG (ARGOS),8,5,NA,2000; 2001; 2002,JUL; SEP,AUG; SEP; OCT,NA,OBS,OBS,"{ ""F"" : 8 }","{ ""AI"" : 8 }",8Z75DBBC_W,8Z75DBBC_W,8Z75DBBC_W,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-83.2,10.2
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,T,X,"Tortuguero, Costa Rica",5,SATELLITE TAG (ARGOS),3,3,NA,2000; 2001; 2002,SEP; OCT,OCT; NOV,NA,OBS,OBS,"{ ""F"" : 3 }","{ ""A"" : 3 }",8Z75DBBC_X,8Z75DBBC_X,8Z75DBBC_X,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-83.5,10.5
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,T,Y,"The Witties, Nicaragua",1,SATELLITE TAG (ARGOS),7,3,NA,2000; 2001; 2002; 2003,SEP; OCT; NOV,FEB; MAR; MAY; AUG; NOV,NA,FEE,FEE,"{ ""F"" : 7 }","{ ""A"" : 7 }",8Z75DBBC_Y,8Z75DBBC_Y,8Z75DBBC_Y,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-82.45,14
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,8Z75DBBC,1.00E+06,T,Z,"Dead Man's Cay, Nicaragua",1,SATELLITE TAG (ARGOS),1,1,NA,2001; 2002,OCT,JUN,NA,FEE,FEE,"{ ""F"" : 1 }","{ ""A"" : 1 }",8Z75DBBC_Z,8Z75DBBC_Z,8Z75DBBC_Z,"Migration of green turtles Chelonia mydas from Tortuguero, Costa Rica",2005,"Troeng, S.; Evans, D. R.; Harrison, E.; Lagueux, C. J.",ATL,-82.5,14.5
CHMY,Green,95CLUNAR_Jang_etal_2018_Chmy,95CLUNAR,2.00E+06,T,A,Jeju Island,1,SATELLITE TAG (ARGOS),8,3,NA,2015; 2016; 2017,AUG; SEP,JAN; JUL; AUG; SEP; OCT; NOV,NA,FEE; OBS; WIN,FEE,"{ ""U"" : 8 }","{ ""I"" : 7, ""A"" : 1 }",95CLUNAR_A,95CLUNAR_A,95CLUNAR_A,"Movements of Green Turtles (Chelonia mydas) Rescued from Pound Nets Near Jeju Island, Republic of Korea",2018,"Jang, Soojin; Balazs, George H.; Parker, Denise M.; Kim, Byung-Yeob; Kim, Mi Yeon; Ng, Connie Ka Yan; Kim, Tae Won",PAC,126.664,33.16
CHMY,Green,95CLUNAR_Jang_etal_2018_Chmy,95CLUNAR,2.00E+06,T,B,"East of Nantong, China",1,SATELLITE TAG (ARGOS),1,1,NA,2015,AUG,AUG,NA,OBS,OBS,"{ ""U"" : 1 }","{ ""UNK"" : 1 }",95CLUNAR_B,95CLUNAR_B,95CLUNAR_B,"Movements of Green Turtles (Chelonia mydas) Rescued from Pound Nets Near Jeju Island, Republic of Korea",2018,"Jang, Soojin; Balazs, George H.; Parker, Denise M.; Kim, Byung-Yeob; Kim, Mi Yeon; Ng, Connie Ka Yan; Kim, Tae Won",PAC,122.204,32.99
CHMY,Green,95CLUNAR_Jang_etal_2018_Chmy,95CLUNAR,2.00E+06,T,C,"North of Tsushima Island, Japan",1,SATELLITE TAG (ARGOS),1,2,NA,2015,OCT,NOV,NA,OBS,OBS,"{ ""U"" : 1 }","{ ""UNK"" : 1 }",95CLUNAR_C,95CLUNAR_C,95CLUNAR_C,"Movements of Green Turtles (Chelonia mydas) Rescued from Pound Nets Near Jeju Island, Republic of Korea",2018,"Jang, Soojin; Balazs, George H.; Parker, Denise M.; Kim, Byung-Yeob; Kim, Mi Yeon; Ng, Connie Ka Yan; Kim, Tae Won",PAC,130.02,35.12
CHMY,Green,95CLUNAR_Jang_etal_2018_Chmy,95CLUNAR,2.00E+06,T,D,South Japan,1,SATELLITE TAG (ARGOS),2,2,NA,2015; 2016,OCT; DEC,OCT; DEC,NA,OBS,OBS,"{ ""U"" : 2 }","{ ""UNK"" : 2 }",95CLUNAR_D,95CLUNAR_D,95CLUNAR_D,"Movements of Green Turtles (Chelonia mydas) Rescued from Pound Nets Near Jeju Island, Republic of Korea",2018,"Jang, Soojin; Balazs, George H.; Parker, Denise M.; Kim, Byung-Yeob; Kim, Mi Yeon; Ng, Connie Ka Yan; Kim, Tae Won",PAC,129.411,32.765
CHMY,Green,9CEB2PJN_Ferreira_etal_2021_Chmy,9CEB2PJN,2.00E+06,T,A,"Rosemary Is, Legendre Is, Middle Is, Barrow Is, Montebello Is;",1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),36,6,NA,2001; 2003; 2013; 2016; 2017,JAN; NOV; DEC,(UNK),NA,BRE; FEE; NES,BRE,"{ ""F"" : 36 }","{ ""AB"" : 36 }",9CEB2PJN_A,9CEB2PJN_A,9CEB2PJN_A,Multiple satellite tracking datasets inform green turtle conservation at a regional scale,2021,"Ferreira, Luciana C.; Thums, Michele; Fossette, Sabrina; Wilson, Phillipa; Shimada, Takahiro; Tucker, Anton D.; Pendoley, Kellie; Waayers, Dave; Guinea, Michael L.; Loewenthal, Graham; King, Joanne; Speirs, Marissa; Rob, Dani; Whiting, Scott D.",IND,116.093,-20.501
CHMY,Green,9CEB2PJN_Ferreira_etal_2021_Chmy,9CEB2PJN,2.00E+06,T,B,Muiron Is & Ningaloo,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),13,1,NA,2018,NOV; DEC,(UNK),NA,BRE; FEE; NES,BRE,"{ ""F"" : 13 }","{ ""AB"" : 13 }",9CEB2PJN_B,9CEB2PJN_B,9CEB2PJN_B,Multiple satellite tracking datasets inform green turtle conservation at a regional scale,2021,"Ferreira, Luciana C.; Thums, Michele; Fossette, Sabrina; Wilson, Phillipa; Shimada, Takahiro; Tucker, Anton D.; Pendoley, Kellie; Waayers, Dave; Guinea, Michael L.; Loewenthal, Graham; King, Joanne; Speirs, Marissa; Rob, Dani; Whiting, Scott D.",IND,114.07,-21.8
CHMY,Green,9CEB2PJN_Ferreira_etal_2021_Chmy,9CEB2PJN,2.00E+06,T,C,Lacepede Is,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),11,6,NA,2009; 2010,DEC,(UNK),NA,BRE; FEE; NES,BRE,"{ ""F"" : 11 }","{ ""AB"" : 11 }",9CEB2PJN_C,9CEB2PJN_C,9CEB2PJN_C,Multiple satellite tracking datasets inform green turtle conservation at a regional scale,2021,"Ferreira, Luciana C.; Thums, Michele; Fossette, Sabrina; Wilson, Phillipa; Shimada, Takahiro; Tucker, Anton D.; Pendoley, Kellie; Waayers, Dave; Guinea, Michael L.; Loewenthal, Graham; King, Joanne; Speirs, Marissa; Rob, Dani; Whiting, Scott D.",IND,122.12,-16.85
CHMY,Green,9CEB2PJN_Ferreira_etal_2021_Chmy,9CEB2PJN,2.00E+06,T,D,Maret Is,1,SATELLITE TAG (ARGOS),21,7,NA,2006; 2007; 2008,MAR; APR; DEC,(UNK),NA,BRE; FEE; NES,BRE,"{ ""F"" : 21 }","{ ""AB"" : 21 }",9CEB2PJN_D,9CEB2PJN_D,9CEB2PJN_D,Multiple satellite tracking datasets inform green turtle conservation at a regional scale,2021,"Ferreira, Luciana C.; Thums, Michele; Fossette, Sabrina; Wilson, Phillipa; Shimada, Takahiro; Tucker, Anton D.; Pendoley, Kellie; Waayers, Dave; Guinea, Michael L.; Loewenthal, Graham; King, Joanne; Speirs, Marissa; Rob, Dani; Whiting, Scott D.",IND,125.097,-14.483
CHMY,Green,9CEB2PJN_Ferreira_etal_2021_Chmy,9CEB2PJN,2.00E+06,T,E,Scott Reef,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),15,4,NA,2002; 2004; 2010,JAN; FEB; OCT,(UNK),NA,BRE; FEE; NES,BRE,"{ ""F"" : 15 }","{ ""AB"" : 15 }",9CEB2PJN_E,9CEB2PJN_E,9CEB2PJN_E,Multiple satellite tracking datasets inform green turtle conservation at a regional scale,2021,"Ferreira, Luciana C.; Thums, Michele; Fossette, Sabrina; Wilson, Phillipa; Shimada, Takahiro; Tucker, Anton D.; Pendoley, Kellie; Waayers, Dave; Guinea, Michael L.; Loewenthal, Graham; King, Joanne; Speirs, Marissa; Rob, Dani; Whiting, Scott D.",IND,121.78,-14.06
CHMY,Green,9CEB2PJN_Ferreira_etal_2021_Chmy,9CEB2PJN,2.00E+06,T,F,Shark Bay,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),4,2,NA,NA,(UNK),(UNK),NA,FEE,FEE,"{ ""F"" : 4 }","{ ""A"" : 4 }",9CEB2PJN_F,9CEB2PJN_F,9CEB2PJN_F,Multiple satellite tracking datasets inform green turtle conservation at a regional scale,2021,"Ferreira, Luciana C.; Thums, Michele; Fossette, Sabrina; Wilson, Phillipa; Shimada, Takahiro; Tucker, Anton D.; Pendoley, Kellie; Waayers, Dave; Guinea, Michael L.; Loewenthal, Graham; King, Joanne; Speirs, Marissa; Rob, Dani; Whiting, Scott D.",IND,113.402,-25.655
CHMY,Green,9CEB2PJN_Ferreira_etal_2021_Chmy,9CEB2PJN,2.00E+06,T,G,North west Australia,5,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),40,4,NA,NA,(UNK),(UNK),NA,FEE; MIG,FEE,"{ ""F"" : 40 }","{ ""A"" : 40 }",9CEB2PJN_G,9CEB2PJN_G,9CEB2PJN_G,Multiple satellite tracking datasets inform green turtle conservation at a regional scale,2021,"Ferreira, Luciana C.; Thums, Michele; Fossette, Sabrina; Wilson, Phillipa; Shimada, Takahiro; Tucker, Anton D.; Pendoley, Kellie; Waayers, Dave; Guinea, Michael L.; Loewenthal, Graham; King, Joanne; Speirs, Marissa; Rob, Dani; Whiting, Scott D.",IND,116.311,-19.087
