Species,CommonName,ReviewID,ZoteroID,Ver.,Method,SiteID,Location,Radius,Sampling,NumIDs,Numroutes,Numconns,Years,Monthsstart,Monthsend,Monthssampled,Activities,Behaviour,Sex,Lifestage,UniqueID,UniqueID_from,UniqueID_to,Title,Publication Year,Author,Basin,Long,Lat
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,EQ48D56S,1.00E+06,MR,H,St. Lucia & Grenada,1,FLIPPER TAG,2,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""U"" : 2 }","{ ""UNK"" : 2 }",EQ48D56S_H,EQ48D56S_H,EQ48D56S_H,The ecology and migrations of sea turtles 8. Tests of the developmental habitat hypothesis,2011,"Meylan, Peter A.; Meylan, Anne B.; Gray, Jennifer A.",ATL,-61.07,12.97
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,EQ48D56S,1.00E+06,MR,I,"Charleston, South Carolina",1,FLIPPER TAG,1,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""U"" : 1 }","{ ""UNK"" : 1 }",EQ48D56S_I,EQ48D56S_I,EQ48D56S_I,The ecology and migrations of sea turtles 8. Tests of the developmental habitat hypothesis,2011,"Meylan, Peter A.; Meylan, Anne B.; Gray, Jennifer A.",ATL,-78.91,33.44
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,EQ48D56S,1.00E+06,MR,J,Southeast Florida,1,FLIPPER TAG,2,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""U"" : 2 }","{ ""UNK"" : 2 }",EQ48D56S_J,EQ48D56S_J,EQ48D56S_J,The ecology and migrations of sea turtles 8. Tests of the developmental habitat hypothesis,2011,"Meylan, Peter A.; Meylan, Anne B.; Gray, Jennifer A.",ATL,-79.9,26.5
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,EQ48D56S,1.00E+06,MR,K,"Quintana Roo, Mexico",1,FLIPPER TAG,1,NA,1,2006,(UNK),(UNK),NA,NES,NES,"{ ""F"" : 1 }","{ ""AB"" : 1 }",EQ48D56S_K,EQ48D56S_K,EQ48D56S_K,The ecology and migrations of sea turtles 8. Tests of the developmental habitat hypothesis,2011,"Meylan, Peter A.; Meylan, Anne B.; Gray, Jennifer A.",ATL,-86.89,20.68
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,EQ48D56S,1.00E+06,MR,L,Dominican Republic,1,FLIPPER TAG,1,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""U"" : 1 }","{ ""UNK"" : 1 }",EQ48D56S_L,EQ48D56S_L,EQ48D56S_L,The ecology and migrations of sea turtles 8. Tests of the developmental habitat hypothesis,2011,"Meylan, Peter A.; Meylan, Anne B.; Gray, Jennifer A.",ATL,-68.82,19.11
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,EQ48D56S,1.00E+06,MR,M,South Coast of Cuba,1,FLIPPER TAG,2,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""U"" : 2 }","{ ""UNK"" : 2 }",EQ48D56S_M,EQ48D56S_M,EQ48D56S_M,The ecology and migrations of sea turtles 8. Tests of the developmental habitat hypothesis,2011,"Meylan, Peter A.; Meylan, Anne B.; Gray, Jennifer A.",ATL,-83.7,22
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,EQ48D56S,1.00E+06,MR,N,Panama,1,FLIPPER TAG,1,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""U"" : 1 }","{ ""UNK"" : 1 }",EQ48D56S_N,EQ48D56S_N,EQ48D56S_N,The ecology and migrations of sea turtles 8. Tests of the developmental habitat hypothesis,2011,"Meylan, Peter A.; Meylan, Anne B.; Gray, Jennifer A.",ATL,-78.4,9.5
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,EQ48D56S,1.00E+06,MR,O,"Secretary, Chiriqui Lagoon, Ngobe-Bugle Comarca, Panama",1,FLIPPER TAG,135,NA,2,1987; 1989; 1990; 1991; 1992; 1993; 1994; 1997,FEB; MAY; JUN; JUL; (UNK),(UNK),NA,FEE,FEE,"{ ""U"" : 135 }","{ ""UNK"" : 79, ""J"" : 56 }",EQ48D56S_O,EQ48D56S_O,EQ48D56S_O,The ecology and migrations of sea turtles 8. Tests of the developmental habitat hypothesis,2011,"Meylan, Peter A.; Meylan, Anne B.; Gray, Jennifer A.",ATL,-81.845,9.043
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,EQ48D56S,1.00E+06,MR,P,Colombia,1,FLIPPER TAG,1,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""U"" : 1 }","{ ""UNK"" : 1 }",EQ48D56S_P,EQ48D56S_P,EQ48D56S_P,The ecology and migrations of sea turtles 8. Tests of the developmental habitat hypothesis,2011,"Meylan, Peter A.; Meylan, Anne B.; Gray, Jennifer A.",ATL,-73.62,11.35
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,EQ48D56S,1.00E+06,MR,Q,"Zapatilla Cay, Panama",1,FLIPPER TAG,265,NA,2,1990; 1991; 1992; 1993; 1994; 1995; 1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003; 2004; 2005,JAN; MAY; JUN; JUL; SEP; (UNK),(UNK),NA,FEE,FEE,"{ ""U"" : 265 }","{ ""UNK"" : 247, ""J"" : 17, ""A"" : 1 }",EQ48D56S_Q,EQ48D56S_Q,EQ48D56S_Q,The ecology and migrations of sea turtles 8. Tests of the developmental habitat hypothesis,2011,"Meylan, Peter A.; Meylan, Anne B.; Gray, Jennifer A.",ATL,-82.04,9.26
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,EQ48D56S,1.00E+06,MR,R,Costa Rica,1,FLIPPER TAG,1,NA,1,NA,(UNK),(UNK),NA,OBS,OBS,"{ ""U"" : 1 }","{ ""UNK"" : 1 }",EQ48D56S_R,EQ48D56S_R,EQ48D56S_R,The ecology and migrations of sea turtles 8. Tests of the developmental habitat hypothesis,2011,"Meylan, Peter A.; Meylan, Anne B.; Gray, Jennifer A.",ATL,-83.4,10.5
CHMY,Green,F2M2JPPZ_Weber_etal_2013_Chmy,F2M2JPPZ,1.00E+06,T,A,"Long Beach, Ascension Island",1,RADIO TAG; SATELLITE TAG (GPS),40,NA,2,2011; 2012,JAN; FEB; MAR; APR; DEC; (UNK),JAN; FEB; MAR; APR; DEC; (UNK),NA,NES,NES,"{ ""F"" : 40 }","{ ""AB"" : 40 }",F2M2JPPZ_A,F2M2JPPZ_A,F2M2JPPZ_A,Telemetry as a tool for improving estimates of marine turtle abundance,2013,"Weber, Nicola; Weber, Sam B.; Godley, Brendan J.; Ellick, Jacqui; Witt, Matthew; Broderick, Annette C.",ATL,-14.41,-7.91
CHMY,Green,F2M2JPPZ_Weber_etal_2013_Chmy,F2M2JPPZ,1.00E+06,T,B,"Deadman's Beach, Ascension Island",1,RADIO TAG; SATELLITE TAG (GPS),1,NA,1,2012,(UNK),(UNK),NA,NES,NES,"{ ""F"" : 1 }","{ ""AB"" : 1 }",F2M2JPPZ_B,F2M2JPPZ_B,F2M2JPPZ_B,Telemetry as a tool for improving estimates of marine turtle abundance,2013,"Weber, Nicola; Weber, Sam B.; Godley, Brendan J.; Ellick, Jacqui; Witt, Matthew; Broderick, Annette C.",ATL,-14.41,-7.93
CHMY,Green,F2M2JPPZ_Weber_etal_2013_Chmy,F2M2JPPZ,1.00E+06,T,C,"English Bay, Ascension Island",1,RADIO TAG; SATELLITE TAG (GPS),1,NA,2,2012,(UNK),(UNK),NA,NES,NES,"{ ""F"" : 1 }","{ ""AB"" : 1 }",F2M2JPPZ_C,F2M2JPPZ_C,F2M2JPPZ_C,Telemetry as a tool for improving estimates of marine turtle abundance,2013,"Weber, Nicola; Weber, Sam B.; Godley, Brendan J.; Ellick, Jacqui; Witt, Matthew; Broderick, Annette C.",ATL,-14.38,-7.89
CHMY,Green,F2M2JPPZ_Weber_etal_2013_Chmy,F2M2JPPZ,1.00E+06,T,D,"Pan Am Beach, Ascension Island",1,RADIO TAG; SATELLITE TAG (GPS),1,NA,2,2012,(UNK),(UNK),NA,NES,NES,"{ ""F"" : 1 }","{ ""AB"" : 1 }",F2M2JPPZ_D,F2M2JPPZ_D,F2M2JPPZ_D,Telemetry as a tool for improving estimates of marine turtle abundance,2013,"Weber, Nicola; Weber, Sam B.; Godley, Brendan J.; Ellick, Jacqui; Witt, Matthew; Broderick, Annette C.",ATL,-14.41,-7.96
CHMY,Green,F2M2JPPZ_Weber_etal_2013_Chmy,F2M2JPPZ,1.00E+06,T,E,"Payne Point, Ascension Island",1,RADIO TAG; SATELLITE TAG (GPS),1,NA,1,2012,(UNK),(UNK),NA,NES,NES,"{ ""F"" : 1 }","{ ""AB"" : 1 }",F2M2JPPZ_E,F2M2JPPZ_E,F2M2JPPZ_E,Telemetry as a tool for improving estimates of marine turtle abundance,2013,"Weber, Nicola; Weber, Sam B.; Godley, Brendan J.; Ellick, Jacqui; Witt, Matthew; Broderick, Annette C.",ATL,-14.41,-7.95
CHMY,Green,FDZBYLN2_Mansfield_etal_2021_Chmy,FDZBYLN2,2.00E+06,T,A,"Boca Raton, Florida",1,SATELLITE TAG (ARGOS),21,1,NA,2012; 2013,JAN; FEB; APR; MAY; DEC,(UNK),NA,OBS,OBS,"{ ""M"" : 6, ""F"" : 15 }","{ ""J"" : 21 }",FDZBYLN2_A,FDZBYLN2_A,FDZBYLN2_A,First Atlantic satellite tracks of ‘lost years’ green turtles support the importance of the Sargasso Sea as a sea turtle nursery,2021,"Mansfield, Katherine L.; Wyneken, Jeanette; Luo, Jiangang",ATL,-79.963,26.644
CHMY,Green,FDZBYLN2_Mansfield_etal_2021_Chmy,FDZBYLN2,2.00E+06,T,B,North Sargasso Sea,5,SATELLITE TAG (ARGOS),21,1,NA,2012; 2013,(UNK),JAN; FEB; MAR; MAY; JUN; JUL; AUG,NA,FEE; OBS,FEE,"{ ""F"" : 15, ""M"" : 6 }","{ ""J"" : 21 }",FDZBYLN2_B,FDZBYLN2_B,FDZBYLN2_B,First Atlantic satellite tracks of ‘lost years’ green turtles support the importance of the Sargasso Sea as a sea turtle nursery,2021,"Mansfield, Katherine L.; Wyneken, Jeanette; Luo, Jiangang",ATL,-74.586,31.881
CHMY,Green,FVBIP2AV_Hays_etal_2001_Chmy,FVBIP2AV,1.00E+06,T,A,Ascension Island,1,SATELLITE TAG (ARGOS),5,1,NA,1997,MAY; JUN; JUL,MAY; JUN; JUL,NA,NES,NES,"{ ""F"" : 5 }","{ ""AB"" : 5 }",FVBIP2AV_A,FVBIP2AV_A,FVBIP2AV_A,Movements of migrating green turtles in relation to AVHRR derived sea surface temperature,2001,"Hays, G. C.; Dray, M.; Quaife, T.; Smyth, T. J.; Mironnet, N. C.; Luschi, P.; Papi, F.; Barnsley, M. J.",ATL,-14.367,-7.95
CHMY,Green,FVBIP2AV_Hays_etal_2001_Chmy,FVBIP2AV,1.00E+06,T,B,East of Brazilian Bulge,5,SATELLITE TAG (ARGOS),5,1,NA,1997,MAY; JUN; JUL; AUG,MAY; JUN; JUL; AUG,NA,MIG,MIG,"{ ""F"" : 5 }","{ ""A"" : 5 }",FVBIP2AV_B,FVBIP2AV_B,FVBIP2AV_B,Movements of migrating green turtles in relation to AVHRR derived sea surface temperature,2001,"Hays, G. C.; Dray, M.; Quaife, T.; Smyth, T. J.; Mironnet, N. C.; Luschi, P.; Papi, F.; Barnsley, M. J.",ATL,-34,-7.5
CHMY,Green,FVKWFI5F_Cheng_2000_Chmy2,FVKWFI5F,1.00E+06,T,A,"Wan-an Island, Penghu Archipelago, Taiwan",1,SATELLITE TAG (ARGOS),8,8,NA,1994; 1995; 1996; 1997,AUG,AUG; SEP; OCT,NA,NES; OBS,NES,"{ ""F"" : 8 }","{ ""AB"" : 8 }",FVKWFI5F_A,FVKWFI5F_A,FVKWFI5F_A,"Post-nesting migrations of green turtles (Chelonia mydas) at Wan-An Island, Penghu Archipelago, Taiwan",2000,"Cheng, I. J.",PAC,119.495,23.365
CHMY,Green,FVKWFI5F_Cheng_2000_Chmy2,FVKWFI5F,1.00E+06,T,B,"Koshiki, Japan",1,SATELLITE TAG (ARGOS),1,1,NA,1994,OCT,OCT,NA,FEE; OBS,FEE,"{ ""F"" : 1 }","{ ""A"" : 1 }",FVKWFI5F_B,FVKWFI5F_B,FVKWFI5F_B,"Post-nesting migrations of green turtles (Chelonia mydas) at Wan-An Island, Penghu Archipelago, Taiwan",2000,"Cheng, I. J.",PAC,129.783,31.767
CHMY,Green,FVKWFI5F_Cheng_2000_Chmy2,FVKWFI5F,1.00E+06,T,C,"Coral reef of Taipei, Taiwan",1,SATELLITE TAG (ARGOS),1,1,NA,1994; 1995,SEP,MAR,NA,FEE; OBS,FEE,"{ ""F"" : 1 }","{ ""A"" : 1 }",FVKWFI5F_C,FVKWFI5F_C,FVKWFI5F_C,"Post-nesting migrations of green turtles (Chelonia mydas) at Wan-An Island, Penghu Archipelago, Taiwan",2000,"Cheng, I. J.",PAC,121.317,25.217
CHMY,Green,FVKWFI5F_Cheng_2000_Chmy2,FVKWFI5F,1.00E+06,T,D,"Coral reef of the Hainan Dao, Mainland China",1,SATELLITE TAG (ARGOS),1,1,NA,1995; 1996,SEP,MAY,NA,FEE; OBS,FEE,"{ ""F"" : 1 }","{ ""A"" : 1 }",FVKWFI5F_D,FVKWFI5F_D,FVKWFI5F_D,"Post-nesting migrations of green turtles (Chelonia mydas) at Wan-An Island, Penghu Archipelago, Taiwan",2000,"Cheng, I. J.",PAC,110.617,19.117
CHMY,Green,FVKWFI5F_Cheng_2000_Chmy2,FVKWFI5F,1.00E+06,T,E,"Qinpend Dao, Mainland China",1,SATELLITE TAG (ARGOS),1,1,NA,1995; 1996,SEP,MAY,NA,FEE; OBS,FEE,"{ ""F"" : 1 }","{ ""A"" : 1 }",FVKWFI5F_E,FVKWFI5F_E,FVKWFI5F_E,"Post-nesting migrations of green turtles (Chelonia mydas) at Wan-An Island, Penghu Archipelago, Taiwan",2000,"Cheng, I. J.",PAC,117.267,23.217
CHMY,Green,FVKWFI5F_Cheng_2000_Chmy2,FVKWFI5F,1.00E+06,T,F,"Okinawa, Japan",1,SATELLITE TAG (ARGOS),1,1,NA,1995; 1996,OCT,SEP,NA,FEE; OBS,FEE,"{ ""F"" : 1 }","{ ""A"" : 1 }",FVKWFI5F_F,FVKWFI5F_F,FVKWFI5F_F,"Post-nesting migrations of green turtles (Chelonia mydas) at Wan-An Island, Penghu Archipelago, Taiwan",2000,"Cheng, I. J.",PAC,128.05,26.517
CHMY,Green,FVKWFI5F_Cheng_2000_Chmy2,FVKWFI5F,1.00E+06,T,G,"Ishigaki-shima, Ryukyu Archipelago, Japan",1,SATELLITE TAG (ARGOS),1,1,NA,1996,NOV,DEC,NA,FEE; OBS,FEE,"{ ""F"" : 1 }","{ ""A"" : 1 }",FVKWFI5F_G,FVKWFI5F_G,FVKWFI5F_G,"Post-nesting migrations of green turtles (Chelonia mydas) at Wan-An Island, Penghu Archipelago, Taiwan",2000,"Cheng, I. J.",PAC,124.383,24.633
CHMY,Green,FVKWFI5F_Cheng_2000_Chmy2,FVKWFI5F,1.00E+06,T,H,"Dangan Liedao & Po Toi, China",1,SATELLITE TAG (ARGOS),1,1,NA,1996,SEP,SEP,NA,FEE; OBS,FEE,"{ ""F"" : 1 }","{ ""A"" : 1 }",FVKWFI5F_H,FVKWFI5F_H,FVKWFI5F_H,"Post-nesting migrations of green turtles (Chelonia mydas) at Wan-An Island, Penghu Archipelago, Taiwan",2000,"Cheng, I. J.",PAC,114.15,22.083
CHMY,Green,FVKWFI5F_Cheng_2000_Chmy2,FVKWFI5F,1.00E+06,T,I,"Coastal Chunan County, Taiwan",1,SATELLITE TAG (ARGOS),1,1,NA,1997,OCT,NOV,NA,FEE; OBS,FEE,"{ ""F"" : 1 }","{ ""A"" : 1 }",FVKWFI5F_I,FVKWFI5F_I,FVKWFI5F_I,"Post-nesting migrations of green turtles (Chelonia mydas) at Wan-An Island, Penghu Archipelago, Taiwan",2000,"Cheng, I. J.",PAC,120.814,24.686
CHMY,Green,G45CVWWE_Etnoyer_etal_2006_Chmy,G45CVWWE,1.00E+06,T,A,"Magdalena Bay, Mexico",1,SATELLITE TAG (ARGOS),1,NA,NA,1999,AUG,SEP,NA,FEE,FEE,"{ ""U"" : 1 }","{ ""J"" : 1 }",G45CVWWE_A,G45CVWWE_A,G45CVWWE_A,"Sea-surface temperature gradients across blue whale and sea turtle foraging trajectories off the Baja California Peninsula, Mexico",2006,"Etnoyer, P.; Canny, D.; Mate, B. R.; Morgan, L. E.; Ortega-Ortiz, J. G.; Nichols, W. J.",PAC,-111.969,24.631
CHMY,Green,GMZRRRGT_Cuevas_etal_2020_Chmy,GMZRRRGT,2.00E+06,T,A,Northwest corner of Yucatan peninsula,1,SATELLITE TAG (ARGOS),1,NA,NA,NA,(UNK),(UNK),NA,HOM; OBS,HOM,"{ ""M"" : 1 }","{ ""A"" : 1 }",GMZRRRGT_A,GMZRRRGT_A,GMZRRRGT_A,First Spatial Distribution Analysis of Male Sea Turtles in the Southern Gulf of Mexico,2020,"Cuevas, Eduardo; Putman, Nathan F.; Uribe-Martínez, Abigail; López-Castro, Melania C.; Guzmán-Hernández, Vicente; Gallegos-Fernández, Sandra A.; Liceaga-Correa, María de los Ángeles; Trujillo-Córdova, Jorge A.; González-Díaz-Mirón, Raúl de Jesús; Negrete-Phillipe, Ana; Acosta-Sánchez, Héctor H.; Martínez-Portugal, Rosa C.; López-Hernández, Martha; Huerta-Rodríguez, Patricia; Silver, Jim",ATL,-90.423,20.968
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,H282V6AX,1.00E+06,MR,A,"Derawan Island, East Kalimantan, Indonesia",1,PASSIVE INTEGRATED TRANSPONDER (PIT),140,NA,NA,2005,MAR; APR; MAY; JUN; (UNK),MAR; APR; MAY; JUN; (UNK),NA,NES,NES,"{ ""F"" : 140 }","{ ""AB"" : 140 }",H282V6AX_A,H282V6AX_A,H282V6AX_A,"Status of green turtle (Chelonia mydas) nesting and foraging populations of Berau, East Kalimantan, Indonesia, including results from tagging and telemetry.",2008,"Adnyana, Windia; Soede, Lida Pet; Gearheart, Geoffrey; Halim, Matheus",PAC,118.573,1.86
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,H282V6AX,1.00E+06,T,B,"Derawan Island, East Kalimantan, Indonesia",1,SATELLITE TAG (ARGOS),3,3,NA,2006,JUN,JUN,NA,NES,NES,"{ ""F"" : 3 }","{ ""AB"" : 3 }",H282V6AX_B,H282V6AX_B,H282V6AX_B,"Status of green turtle (Chelonia mydas) nesting and foraging populations of Berau, East Kalimantan, Indonesia, including results from tagging and telemetry.",2008,"Adnyana, Windia; Soede, Lida Pet; Gearheart, Geoffrey; Halim, Matheus",PAC,118.573,1.86
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,H282V6AX,1.00E+06,T,C,"Southern side of Basilan Island, Philippines",1,SATELLITE TAG (ARGOS),1,1,NA,2006,JUL,OCT,NA,FEE; OBS,FEE,"{ ""F"" : 1 }","{ ""A"" : 1 }",H282V6AX_C,H282V6AX_C,H282V6AX_C,"Status of green turtle (Chelonia mydas) nesting and foraging populations of Berau, East Kalimantan, Indonesia, including results from tagging and telemetry.",2008,"Adnyana, Windia; Soede, Lida Pet; Gearheart, Geoffrey; Halim, Matheus",PAC,121.998,6.375
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,H282V6AX,1.00E+06,T,D,"Pulau Bumbum, Malaysia",1,SATELLITE TAG (ARGOS),1,1,NA,2006,AUG,OCT,NA,FEE; OBS,FEE,"{ ""F"" : 1 }","{ ""A"" : 1 }",H282V6AX_D,H282V6AX_D,H282V6AX_D,"Status of green turtle (Chelonia mydas) nesting and foraging populations of Berau, East Kalimantan, Indonesia, including results from tagging and telemetry.",2008,"Adnyana, Windia; Soede, Lida Pet; Gearheart, Geoffrey; Halim, Matheus",PAC,118.614,4.494
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,H282V6AX,1.00E+06,T,E,"Banggi Island, Malaysia",1,SATELLITE TAG (ARGOS),1,1,NA,2006,JUL,NOV,NA,FEE; OBS,FEE,"{ ""F"" : 1 }","{ ""A"" : 1 }",H282V6AX_E,H282V6AX_E,H282V6AX_E,"Status of green turtle (Chelonia mydas) nesting and foraging populations of Berau, East Kalimantan, Indonesia, including results from tagging and telemetry.",2008,"Adnyana, Windia; Soede, Lida Pet; Gearheart, Geoffrey; Halim, Matheus",PAC,117.244,7.165
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,H282V6AX,1.00E+06,MR,F,"Panjang Island, East Kalimantan, Indonesia",1,PASSIVE INTEGRATED TRANSPONDER (PIT),85,NA,6,2005,JAN; FEB; JUN; (UNK),JAN; FEB; JUN; (UNK),NA,FEE,FEE,"{ ""F"" : 85 }","{ ""A"" : 85 }",H282V6AX_F,H282V6AX_F,H282V6AX_F,"Status of green turtle (Chelonia mydas) nesting and foraging populations of Berau, East Kalimantan, Indonesia, including results from tagging and telemetry.",2008,"Adnyana, Windia; Soede, Lida Pet; Gearheart, Geoffrey; Halim, Matheus",PAC,118.2,2.361
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,H282V6AX,1.00E+06,MR,G,"Sabah Park, Malaysia",1,PASSIVE INTEGRATED TRANSPONDER (PIT),2,NA,1,NA,(UNK),(UNK),NA,NES,NES,"{ ""F"" : 2 }","{ ""AB"" : 2 }",H282V6AX_G,H282V6AX_G,H282V6AX_G,"Status of green turtle (Chelonia mydas) nesting and foraging populations of Berau, East Kalimantan, Indonesia, including results from tagging and telemetry.",2008,"Adnyana, Windia; Soede, Lida Pet; Gearheart, Geoffrey; Halim, Matheus",PAC,118.02,6.114
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,H282V6AX,1.00E+06,MR,H,"Sangalaki, Indonesia",1,PASSIVE INTEGRATED TRANSPONDER (PIT),1,NA,1,NA,(UNK),(UNK),NA,NES,NES,"{ ""F"" : 1 }","{ ""AB"" : 1 }",H282V6AX_H,H282V6AX_H,H282V6AX_H,"Status of green turtle (Chelonia mydas) nesting and foraging populations of Berau, East Kalimantan, Indonesia, including results from tagging and telemetry.",2008,"Adnyana, Windia; Soede, Lida Pet; Gearheart, Geoffrey; Halim, Matheus",PAC,118.399,2.085
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,H282V6AX,1.00E+06,MR,I,"Derawan, Indonesia",1,PASSIVE INTEGRATED TRANSPONDER (PIT),1,NA,1,NA,(UNK),(UNK),NA,NES,NES,"{ ""F"" : 1 }","{ ""AB"" : 1 }",H282V6AX_I,H282V6AX_I,H282V6AX_I,"Status of green turtle (Chelonia mydas) nesting and foraging populations of Berau, East Kalimantan, Indonesia, including results from tagging and telemetry.",2008,"Adnyana, Windia; Soede, Lida Pet; Gearheart, Geoffrey; Halim, Matheus",PAC,118.573,1.86
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,H282V6AX,1.00E+06,MR,J,Phillippines,1,PASSIVE INTEGRATED TRANSPONDER (PIT),5,NA,1,NA,(UNK),(UNK),NA,NES,NES,"{ ""F"" : 5 }","{ ""AB"" : 5 }",H282V6AX_J,H282V6AX_J,H282V6AX_J,"Status of green turtle (Chelonia mydas) nesting and foraging populations of Berau, East Kalimantan, Indonesia, including results from tagging and telemetry.",2008,"Adnyana, Windia; Soede, Lida Pet; Gearheart, Geoffrey; Halim, Matheus",PAC,121.932,6.382
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,H282V6AX,1.00E+06,MR,K,"Sandakan, Malaysia",1,PASSIVE INTEGRATED TRANSPONDER (PIT),3,NA,1,NA,(UNK),(UNK),NA,NES,NES,"{ ""F"" : 3 }","{ ""AB"" : 3 }",H282V6AX_K,H282V6AX_K,H282V6AX_K,"Status of green turtle (Chelonia mydas) nesting and foraging populations of Berau, East Kalimantan, Indonesia, including results from tagging and telemetry.",2008,"Adnyana, Windia; Soede, Lida Pet; Gearheart, Geoffrey; Halim, Matheus",PAC,118.077,6.194
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,H282V6AX,1.00E+06,MR,L,"Terengganu, Malaysia",1,PASSIVE INTEGRATED TRANSPONDER (PIT),2,NA,1,NA,(UNK),(UNK),NA,NES,NES,"{ ""F"" : 2 }","{ ""AB"" : 2 }",H282V6AX_L,H282V6AX_L,H282V6AX_L,"Status of green turtle (Chelonia mydas) nesting and foraging populations of Berau, East Kalimantan, Indonesia, including results from tagging and telemetry.",2008,"Adnyana, Windia; Soede, Lida Pet; Gearheart, Geoffrey; Halim, Matheus",PAC,103.156,5.321
CHMY,Green,H98GPKPZ_MacDonald_etal_2013_Chmy,H98GPKPZ,1.00E+06,MR,A,"South San Diego Bay, San Diego, CA",1,PASSIVE INTEGRATED TRANSPONDER (PIT),23,NA,NA,2009; 2010; 2011,APR; MAY; JUN; JUL; AUG; SEP; OCT; NOV; (UNK),JAN; FEB; MAR; APR; MAY; JUN; JUL; AUG; SEP; OCT; NOV; DEC; (UNK),NA,FEE,FEE,"{ ""U"" : 23 }","{ ""UNK"" : 23 }",H98GPKPZ_A,H98GPKPZ_A,H98GPKPZ_A,"Fine scale diel movement of the east Pacific green turtle, Chelonia mydas, in a highly urbanized foraging environment",2013,"MacDonald, Bradley D.; Madrak, Sheila V.; Lewison, Rebecca L.; Seminoff, Jeffrey A.; Eguchi, Tomoharu",PAC,-117.123,32.635
CHMY,Green,H98GPKPZ_MacDonald_etal_2013_Chmy,H98GPKPZ,1.00E+06,T,A,"South San Diego Bay, San Diego, CA",1,ACOUSTIC/SONIC TAG (TELEMETRY),23,NA,NA,2009; 2010; 2011,APR; MAY; JUN; JUL; AUG; SEP; OCT; NOV; (UNK),JAN; FEB; MAR; APR; MAY; JUN; JUL; AUG; SEP; OCT; NOV; DEC; (UNK),NA,FEE,FEE,"{ ""U"" : 23 }","{ ""UNK"" : 23 }",H98GPKPZ_A,H98GPKPZ_A,H98GPKPZ_A,"Fine scale diel movement of the east Pacific green turtle, Chelonia mydas, in a highly urbanized foraging environment",2013,"MacDonald, Bradley D.; Madrak, Sheila V.; Lewison, Rebecca L.; Seminoff, Jeffrey A.; Eguchi, Tomoharu",PAC,-117.123,32.635
CHMY,Green,HA3V44XF_Madrak_etal_2016_Chmy,HA3V44XF,1.00E+06,T,A,"South Bay, San Diego Bay",1,ACOUSTIC/SONIC TAG (TELEMETRY),35,NA,NA,2009; 2010; 2011; 2012,JAN; FEB; MAR; APR; JUL; SEP; OCT; NOV; DEC,FEB; APR; MAY; JUN; JUL; AUG; SEP; OCT; NOV; DEC,NA,FEE,FEE,"{ ""F"" : 14, ""M"" : 13, ""U"" : 8 }","{ ""J"" : 8, ""A"" : 27 }",HA3V44XF_A,HA3V44XF_A,HA3V44XF_A,Characterizing response of East Pacific green turtles to changing temperatures: using acoustic telemetry in a highly urbanized environment,2016,"Madrak, Sheila V.; Lewison, Rebecca L.; Seminoff, Jeffrey A.; Eguchi, Tomoharu",PAC,-117.123,32.635
CHMY,Green,HASNPCUP_Hays_etal_2021_Chmy,HASNPCUP,2.00E+06,T,A,Chagos Archipelago,1,SATELLITE TAG (ARGOS),3,2,NA,NA,(UNK),(UNK),NA,NES,NES,"{ ""F"" : 3 }","{ ""AB"" : 3 }",HASNPCUP_A,HASNPCUP_A,HASNPCUP_A,Why do Argos satellite tags stop relaying data?,2021,"Hays, Graeme C.; Laloë, Jacques-Olivier; Rattray, Alex; Esteban, Nicole",IND,72.47,-6.577
